,item.value,name,full_w
35,http://data.mimotext.uni-trier.de/entity/Q1367,Anonym_Histoire,https://github.com/MiMoText/roman18/blob/master/plain/files/Anonym_Histoire.txt
36,http://data.mimotext.uni-trier.de/entity/Q1368,Moreau_Memoire,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Moreau_Memoire.xml
37,http://data.mimotext.uni-trier.de/entity/Q1368,Moreau_Memoire,https://github.com/MiMoText/roman18/blob/master/plain/files/Moreau_Memoire.txt
39,http://data.mimotext.uni-trier.de/entity/Q1019,Abbes_Voyage,https://github.com/MiMoText/roman18/blob/master/plain/files/Abbes_Voyage.txt
40,http://data.mimotext.uni-trier.de/entity/Q1668,Voltaire_Princesse,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Voltaire_Princesse.xml
41,http://data.mimotext.uni-trier.de/entity/Q1668,Voltaire_Princesse,https://github.com/MiMoText/roman18/blob/master/plain/files_non_modernized/Voltaire_Princesse.txt
42,http://data.mimotext.uni-trier.de/entity/Q1460,Bastide_Maison,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Bastide_Maison.xml
43,http://data.mimotext.uni-trier.de/entity/Q1460,Bastide_Maison,https://github.com/MiMoText/roman18/blob/master/plain/files/Bastide_Maison.txt
44,http://data.mimotext.uni-trier.de/entity/Q1470,Charriere_Noble,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Charriere_Noble.xml
45,http://data.mimotext.uni-trier.de/entity/Q1470,Charriere_Noble,https://github.com/MiMoText/roman18/blob/master/plain/files/Charriere_Noble.txt
46,http://data.mimotext.uni-trier.de/entity/Q1508,Colombe_Plaisirs,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Colombe_Plaisirs.xml
47,http://data.mimotext.uni-trier.de/entity/Q1508,Colombe_Plaisirs,https://github.com/MiMoText/roman18/blob/master/plain/files/Colombe_Plaisirs.txt
48,http://data.mimotext.uni-trier.de/entity/Q1558,Boismortier_Histoire,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Boismortier_Histoire.xml
49,http://data.mimotext.uni-trier.de/entity/Q1558,Boismortier_Histoire,https://github.com/MiMoText/roman18/blob/master/plain/files/Boismortier_Histoire.txt
50,http://data.mimotext.uni-trier.de/entity/Q1622,Voltaire_Ingenu,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Voltaire_Ingenu.xml
51,http://data.mimotext.uni-trier.de/entity/Q1622,Voltaire_Ingenu,https://github.com/MiMoText/roman18/blob/master/plain/files/Voltaire_Ingenu.txt
52,http://data.mimotext.uni-trier.de/entity/Q1632,Brument_Henriette,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Brument_Henriette.xml
53,http://data.mimotext.uni-trier.de/entity/Q1632,Brument_Henriette,https://github.com/MiMoText/roman18/blob/master/plain/files/Brument_Henriette.txt
54,http://data.mimotext.uni-trier.de/entity/Q1656,Mercier_Songes,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Mercier_Songes.xml
55,http://data.mimotext.uni-trier.de/entity/Q1656,Mercier_Songes,https://github.com/MiMoText/roman18/blob/master/plain/files/Mercier_Songes.txt
56,http://data.mimotext.uni-trier.de/entity/Q1667,Villeneuve_Temps,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Villeneuve_Temps.xml
57,http://data.mimotext.uni-trier.de/entity/Q1667,Villeneuve_Temps,https://github.com/MiMoText/roman18/blob/master/plain/files/Villeneuve_Temps.txt
59,http://data.mimotext.uni-trier.de/entity/Q1668,Voltaire_Princesse,https://github.com/MiMoText/roman18/blob/master/plain/files/Voltaire_Princesse.txt
60,http://data.mimotext.uni-trier.de/entity/Q1682,CastilhonJ_Robert,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/CastilhonJ_Robert.xml
61,http://data.mimotext.uni-trier.de/entity/Q1682,CastilhonJ_Robert,https://github.com/MiMoText/roman18/blob/master/plain/files/CastilhonJ_Robert.txt
62,http://data.mimotext.uni-trier.de/entity/Q1683,CastilhonJL_Zingha,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/CastilhonJL_Zingha.xml
63,http://data.mimotext.uni-trier.de/entity/Q1683,CastilhonJL_Zingha,https://github.com/MiMoText/roman18/blob/master/plain/files/CastilhonJL_Zingha.txt
64,http://data.mimotext.uni-trier.de/entity/Q1690,DamiensGomicourt_Dorval,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/DamiensGomicourt_Dorval.xml
65,http://data.mimotext.uni-trier.de/entity/Q1690,DamiensGomicourt_Dorval,https://github.com/MiMoText/roman18/blob/master/plain/files/DamiensGomicourt_Dorval.txt
66,http://data.mimotext.uni-trier.de/entity/Q1695,Montdorge_Nadir,https://github.com/MiMoText/roman18/blob/master/XML-TEI/files/Montdorge_Nadir.xml
67,http://data.mimotext.uni-trier.de/entity/Q1695,Montdorge_Nadir,https://github.com/MiMoText/roman18/blob/master/plain/files/Montdorge_Nadir.txt
