,LOC,PER
Marmontel_Belisaire.txt,"[(('Tibére', 'LOC'), 84), (('Rome', 'LOC'), 23), (('Italie', 'LOC'), 21), (('Bélisaire', 'LOC'), 13), (('Thrace', 'LOC'), 9)]","[(('Bélisaire', 'PER'), 203), (('Justinien', 'PER'), 65), (('Eudoxe', 'PER'), 13), (('Narsès', 'PER'), 12), (('Antonine', 'PER'), 12)]"
Senac_Emigre.txt,"[(('Adieu', 'LOC'), 115), (('Comtesse', 'LOC'), 84), (('la Comtesse', 'LOC'), 64), (('Mademoiselle', 'LOC'), 45), (('Marquis', 'LOC'), 41)]","[(('Marquis', 'PER'), 283), (('Émilie', 'PER'), 110), (('Commandeur', 'PER'), 72), (('Monsieur', 'PER'), 55), (('Roi', 'PER'), 53)]"
Berquin_Enfants.txt,"[(('Fabien', 'LOC'), 89), (('S', 'LOC'), 72), (('Firmin', 'LOC'), 69), (('Priscille', 'LOC'), 36), (('Casimir', 'LOC'), 34)]","[(('Frédéric', 'PER'), 177), (('Robert', 'PER'), 92), (('Sophie', 'PER'), 80), (('Agathe', 'PER'), 70), (('Charles', 'PER'), 69)]"
Mirabeau_Rideau.txt,"[(('Lucette', 'LOC'), 28), (('Laure', 'LOC'), 21), (('Rose', 'LOC'), 18), (('Courbelon', 'LOC'), 11), (('Eugénie', 'LOC'), 9)]","[(('Vernol', 'PER'), 78), (('Justine', 'PER'), 59), (('Rose', 'PER'), 47), (('Lucette', 'PER'), 41), (('Isabelle', 'PER'), 36)]"
Sade_Justine.txt,"[(('Dubois', 'LOC'), 71), (('Cardoville', 'LOC'), 39), (('Saint-Florent', 'LOC'), 31), (('Lyon', 'LOC'), 27), (('Paris', 'LOC'), 26)]","[(('Thérèse', 'PER'), 214), (('Rodin', 'PER'), 78), (('Roland', 'PER'), 72), (('Clément', 'PER'), 34), (('Rosalie', 'PER'), 33)]"
Nerciat_Etourdi.txt,"[(('Paris', 'LOC'), 14), (('Comtesse', 'LOC'), 11), (('Lucie', 'LOC'), 8), (('Dames', 'LOC'), 7), (('Peins', 'LOC'), 6)]","[(('Madame', 'PER'), 24), (('Despras', 'PER'), 22), (('Monsieur', 'PER'), 20), (('Serfet', 'PER'), 18), (('Comte', 'PER'), 16)]"
Riccoboni_LettresFanni.txt,"[(('Adieu', 'LOC'), 45), (('Betzi', 'LOC'), 11), (('Samedi', 'LOC'), 7), (('Londres', 'LOC'), 4), (('Tais', 'LOC'), 2)]","[(('Charles', 'PER'), 16), (('Thomas', 'PER'), 16), (('Ah', 'PER'), 16), (('Sir Thomas', 'PER'), 10), (('Combien', 'PER'), 5)]"
Voltaire_Homme.txt,"[(('État', 'LOC'), 29), (('Paris', 'LOC'), 22), ((""l'Europe"", 'LOC'), 12), (('Rome', 'LOC'), 7), (('Angleterre', 'LOC'), 6)]","[(('M.', 'PER'), 12), (('M. André', 'PER'), 10), (('Marc', 'PER'), 7), (('Antonin', 'PER'), 7), (('Hippocrate', 'PER'), 6)]"
Marmontel_Contes.txt,"[(('Verglan', 'LOC'), 36), (('Hortense', 'LOC'), 27), (('Clarice', 'LOC'), 24), (('Bélise', 'LOC'), 23), (('Lubin', 'LOC'), 23)]","[(('Lucile', 'PER'), 111), (('Alcibiade', 'PER'), 75), (('Fonrose', 'PER'), 43), (('Agathe', 'PER'), 43), (('Célicour', 'PER'), 40)]"
Voltaire_Candide.txt,"[(('Cacambo', 'LOC'), 79), (('Venise', 'LOC'), 27), (('Cunégonde', 'LOC'), 24), (('Bulgares', 'LOC'), 21), (('Buenos', 'LOC'), 12)]","[(('Martin', 'PER'), 89), (('Cunégonde', 'PER'), 36), (('Eldorado', 'PER'), 13), (('Pococurante', 'PER'), 12), (('Monsieur', 'PER'), 9)]"
Charriere_Lausanne.txt,"[(('Londres', 'LOC'), 29), (('Bath', 'LOC'), 16), (('Lausanne', 'LOC'), 15), (('Caliste', 'LOC'), 14), (('Paris', 'LOC'), 10)]","[(('Cécile', 'PER'), 71), (('Betty', 'PER'), 19), (('Caliste', 'PER'), 18), (('Fanny', 'PER'), 14), (('Harry', 'PER'), 13)]"
Anonyme_Zoloe.txt,"[(('Zoloé', 'LOC'), 43), (('Volsange', 'LOC'), 33), (('Lauréda', 'LOC'), 18), (('Fessinot', 'LOC'), 17), (('Pacôme', 'LOC'), 13)]","[(('Fessinot', 'PER'), 15), (('Forbess', 'PER'), 11), (('Lauréda', 'PER'), 9), (('Mirval', 'PER'), 7), (('Milord', 'PER'), 7)]"
Louvet_Fin.txt,"[(('Baronne', 'LOC'), 63), (('La Comtesse', 'LOC'), 47), (('Paris', 'LOC'), 30), (('La Marquise', 'LOC'), 24), (('Brumont', 'LOC'), 23)]","[(('Monsieur', 'PER'), 148), (('Mme de Lignolle', 'PER'), 103), (('Faublas', 'PER'), 91), (('Madame', 'PER'), 73), (('Mme de B', 'PER'), 72)]"
Lagrave_Zabeth.txt,"[(('Fermon', 'LOC'), 107), (('Saint-Silvain', 'LOC'), 69), (('Zabeth', 'LOC'), 23), (('Boulogne', 'LOC'), 18), (('Frédérique', 'LOC'), 18)]","[(('Zabeth', 'PER'), 353), (('Saint-Silvain', 'PER'), 122), (('Noriss', 'PER'), 116), (('M.', 'PER'), 99), (('Enneric', 'PER'), 71)]"
Rosny_Firmin.txt,"[(('Paris', 'LOC'), 17), (('Coralie', 'LOC'), 16), (('Stainville', 'LOC'), 15), (('Thomassin', 'LOC'), 10), (('Firmin', 'LOC'), 9)]","[(('Sophie', 'PER'), 76), (('Comte', 'PER'), 29), (('Britannicus', 'PER'), 21), (('M.', 'PER'), 13), (('Amélie', 'PER'), 9)]"
Sade_Philosophie.txt,"[(('Eugénie', 'LOC'), 128), (('Dolmancé', 'LOC'), 63), (('Rome', 'LOC'), 12), (('Vénus', 'LOC'), 10), (('État', 'LOC'), 10)]","[(('Augustin', 'PER'), 52), (('Mme de Saint-Ange', 'PER'), 29), (('Ah', 'PER'), 25), (('Dolmancé', 'PER'), 24), (('Mme de Mistival', 'PER'), 9)]"
Gorjy_Voyage.txt,"[(('Kermouth', 'LOC'), 13), (('Artémire', 'LOC'), 7), (('Lisette', 'LOC'), 6), (('Paris', 'LOC'), 5), (('Calais', 'LOC'), 4)]","[(('Monsieur', 'PER'), 28), (('Zeinevill', 'PER'), 25), (('Justine', 'PER'), 16), (('James', 'PER'), 8), (('Dariolette', 'PER'), 8)]"
Laclos_Liaisons.txt,"[(('Adieu', 'LOC'), 118), (('Paris', 'LOC'), 105), (('Danceny', 'LOC'), 81), (('petite Volanges', 'LOC'), 30), (('Prévan', 'LOC'), 19)]","[(('Monsieur', 'PER'), 85), (('Madame', 'PER'), 82), (('M. de Valmont', 'PER'), 65), (('Vicomte', 'PER'), 48), (('M.', 'PER'), 42)]"
Benoist_Elisabeth.txt,"[(('Albi', 'LOC'), 66), (('Luzan', 'LOC'), 59), (('N', 'LOC'), 58), (('Paris', 'LOC'), 48), (('Arbroc', 'LOC'), 22)]","[(('Luzan', 'PER'), 139), (('Henriette', 'PER'), 124), (('Elisabeth', 'PER'), 87), (('Madame', 'PER'), 37), (('madame de', 'PER'), 29)]"
Riccoboni_MylordRivers.txt,"[(('Belosane', 'LOC'), 60), (('Chazele', 'LOC'), 38), (('Londres', 'LOC'), 37), (('Adieu', 'LOC'), 26), (('Paris', 'LOC'), 23)]","[(('II', 'PER'), 68), (('Rutland', 'PER'), 45), (('Charles', 'PER'), 41), (('Grancé', 'PER'), 31), (('Edmond', 'PER'), 27)]"
Kimber_Thompson.txt,"[(('Londres', 'LOC'), 110), (('Angleterre', 'LOC'), 69), (('Gentilhomme', 'LOC'), 39), (('Providence', 'LOC'), 33), (('Dames', 'LOC'), 28)]","[(('Louise', 'PER'), 117), (('M. Diaper', 'PER'), 97), (('Sir Walter', 'PER'), 76), (('Monsieur', 'PER'), 74), (('Thompson', 'PER'), 69)]"
Voltaire_Princesse.txt,"[(('Babylone', 'LOC'), 76), (('Égypte', 'LOC'), 29), (('Formosante', 'LOC'), 29), (('Gangarides', 'LOC'), 21), (('Aldée', 'LOC'), 14)]","[(('Formosante', 'PER'), 55), (('Bélus', 'PER'), 10), (('Aldée', 'PER'), 10), (('Le roi', 'PER'), 7), (('Apis', 'PER'), 6)]"
Sacy_Amours.txt,"[(('Mirtil', 'LOC'), 59), (('Amarillis', 'LOC'), 44), (('Déesse', 'LOC'), 37), (('Vénus', 'LOC'), 36), (('Bergers', 'LOC'), 36)]","[(('Berger', 'PER'), 44), (('Adonis', 'PER'), 24), (('Mirtil', 'PER'), 17), (('Mère', 'PER'), 12), (('Pan', 'PER'), 12)]"
Segur_Correspondance.txt,"[(('Paris', 'LOC'), 182), (('Madrid', 'LOC'), 67), (('Adieu', 'LOC'), 59), (('Coulanges', 'LOC'), 37), (('Pont-de-Vesle', 'LOC'), 35)]","[(('M.', 'PER'), 265), (('Madame', 'PER'), 117), (('Le roi', 'PER'), 45), (('madame de Grignan', 'PER'), 42), (('Monsieur', 'PER'), 37)]"
Chevrier_Colporteur.txt,"[(('Paris', 'LOC'), 66), (('Brochure', 'LOC'), 29), (('Bélise', 'LOC'), 15), (('de France', 'LOC'), 12), (('Italie', 'LOC'), 8)]","[(('Madame De Sarmé', 'PER'), 46), (('Brochure', 'PER'), 35), (('Cléon', 'PER'), 24), (('Defresne', 'PER'), 18), (('Madame De', 'PER'), 16)]"
Crebillon_Conte.txt,"[(('Taciturne', 'LOC'), 174), (('Schah', 'LOC'), 50), (('Manzaïde', 'LOC'), 30), (('Isma', 'LOC'), 28), (('Tout-Ou-Rien', 'LOC'), 24)]","[(('Schézaddin', 'PER'), 327), (('Taciturne', 'PER'), 63), (('Baham', 'PER'), 57), (('Pré', 'PER'), 22), (('Le roi', 'PER'), 18)]"
Souza_Adele.txt,"[(('Sénange', 'LOC'), 132), (('Neuilly', 'LOC'), 31), (('Paris', 'LOC'), 28), (('Mortagne', 'LOC'), 27), (('Adèle', 'LOC'), 20)]","[(('Adèle', 'PER'), 288), (('Henri', 'PER'), 62), (('Monsieur de Sénange', 'PER'), 23), (('madame de Joyeuse', 'PER'), 16), (('Françoise', 'PER'), 16)]"
Prevost_Manon.txt,"[(('Paris', 'LOC'), 65), (('Saint-Lazare', 'LOC'), 19), (('Chaillot', 'LOC'), 16), (('Amiens', 'LOC'), 15), (('Tiberge', 'LOC'), 14)]","[(('G M', 'PER'), 72), (('M.', 'PER'), 67), (('Lescaut', 'PER'), 53), (('Marcel', 'PER'), 11), (('Saint-Lazare', 'PER'), 8)]"
Bernardin_Chaumiere.txt,"[(('Gange', 'LOC'), 13), (('Jagrenat', 'LOC'), 13), (('Indes', 'LOC'), 12), (('Inde', 'LOC'), 12), (('Angleterre', 'LOC'), 8)]","[(('Brama', 'PER'), 5), (('Gemna', 'PER'), 3), (('Lahor', 'PER'), 2), (('Jagernat', 'PER'), 1), (('Hérodote', 'PER'), 1)]"
Florian_Estelle.txt,"[(('Estelle', 'LOC'), 197), (('Némorin', 'LOC'), 95), (('Massanne', 'LOC'), 24), (('Rose', 'LOC'), 20), (('François', 'LOC'), 14)]","[(('Némorin', 'PER'), 74), (('Raimond', 'PER'), 70), (('Marguerite', 'PER'), 38), (('Rose', 'PER'), 30), (('Gaston', 'PER'), 26)]"
Popeliniere_Daira.txt,"[(('Pacha', 'LOC'), 61), (('Daïra', 'LOC'), 33), (('Eunuques', 'LOC'), 21), (('Ville', 'LOC'), 17), (('Isle', 'LOC'), 17)]","[(('Ciel', 'PER'), 63), (('Zoah', 'PER'), 45), (('Maître', 'PER'), 40), (('Razzivil', 'PER'), 37), (('Belzek', 'PER'), 32)]"
Dulaurens_Imirce.txt,"[(('Paris', 'LOC'), 93), (('Tien', 'LOC'), 22), (('Xenoti', 'LOC'), 14), (('France', 'LOC'), 10), (('la Chine', 'LOC'), 8)]","[(('Ariste', 'PER'), 83), (('Lucrèce', 'PER'), 43), (('Xung', 'PER'), 41), (('Monsieur', 'PER'), 35), (('Madame', 'PER'), 29)]"
Doppet_Memoires.txt,"[(('Paris', 'LOC'), 27), (('Annecy', 'LOC'), 26), (('Chambery', 'LOC'), 13), (('Savoye', 'LOC'), 9), (('Eternel', 'LOC'), 7)]","[(('Warens', 'PER'), 71), (('M.', 'PER'), 37), (('Rousseau', 'PER'), 17), (('J. J. Rousseau', 'PER'), 10), (('Claude Anet', 'PER'), 8)]"
Riccoboni_LettresAdelaide.txt,"[(('Adieu', 'LOC'), 50), (('Paris', 'LOC'), 36), (('Montalais', 'LOC'), 34), (('Sancerre', 'LOC'), 20), (('Termes', 'LOC'), 19)]","[(('Madame De Martigues', 'PER'), 142), (('M De Sancerre', 'PER'), 71), (('Madame De Sancerre', 'PER'), 43), (('Madame De Cézanes', 'PER'), 39), (('Madame De Termes', 'PER'), 38)]"
Louvet_Annee.txt,"[(('Lodoïska', 'LOC'), 42), (('Jasmin', 'LOC'), 31), (('Adélaïde', 'LOC'), 28), (('Titsikan', 'LOC'), 27), (('Paris', 'LOC'), 23)]","[(('Sophie', 'PER'), 225), (('Justine', 'PER'), 162), (('Rosambert', 'PER'), 133), (('Pulauski', 'PER'), 122), (('Monsieur', 'PER'), 82)]"
Arnaud_Epoux.txt,"[(('Mademoiselle', 'LOC'), 35), (('Agathe', 'LOC'), 34), (('Paris', 'LOC'), 27), (('Lesseville', 'LOC'), 15), (('Sélincourt', 'LOC'), 9)]","[(('Agathe', 'PER'), 354), (('Monsieur', 'PER'), 96), (('Laurence', 'PER'), 53), (('Marianne', 'PER'), 28), (('Mademoiselle', 'PER'), 21)]"
