,Text in Genlis_Adele,Text in B,Location in Genlis_Adele,Location in B
Rousseau_Emile_0," il dit entre'autres choses: ""CELLE QUI NOURRIT L'ENFANT D'UNE AUTRE AU LIEU DU SIEN, EST UNE MAUVAISE MÈRE; COMMENT SERA-T-ELLE UNE BONNE NOURRICE? "" Cette phrase vous inspire ","ternelle ne se supplée point. CELLE QUI NOURRIT L'ENFANT D'UNE AUTRE AU LIEU DU SIEN EST UNE MAUVAISE MÈRE: COMMENT SERA-T-ELLE UNE BONNE NOURRICE? Elle pourra le devenir, mais","(145339, 145456)","(24625, 24741)"
