,Text in Charriere_Femmes,Text in B,Location in Charriere_Femmes,Location in B
Rousseau_Emile_0,"t, le retournant, elle lut: « SOPHIE, VOUS ÊTES L'ARBITRE DE MON SORT, VOUS LE SAVEZ BIEN. VOUS POUVEZ ME FAIRE MOURIR DE DOULEUR, MAIS N'ESPÉREZ PAS ME FAIRE OUBLIER LES DROITS DE L'HUMANITÉ, ILS ME SONT PLUS SACRÉS QUE LES VÔTRES; JE N'Y RENONCERAI JAMAIS POUR VOUS. » Elle remit le livre comme ","que je ne m'y serais attendu: SOPHIE, VOUS ÊTES L'ARBITRE DE MON SORT, VOUS LE SAVEZ BIEN. VOUS POUVEZ ME FAIRE MOURIR DE DOULEUR; MAIS N'ESPÉREZ PAS ME FAIRE OUBLIER LES DROITS DE L'HUMANITÉ: ILS ME SONT PLUS SACRÉS QUE LES VÔTRES, JE N'Y RENONCERAI JAMAIS POUR VOUS. 
Sophie, à ces mots, au lieu","(37231, 37468)","(1261821, 1262058)"
