,Text in Crebillon_Atheniennes,Text in B,Location in Crebillon_Atheniennes,Location in B
Nerciat_Etourdi_0,"oppôser; mais les obstacles n'ONT JAMAIS ÉTÉ POUR MOI QU'UN ENCOURAGEMENT DE PLUS. QUELQUEFOIS MÊME, POUR ME FAIRE UNE PASSION D'UN MOUVEMENT QUI, S'IL N'EÛT PAS ÉTÉ CONTRARIÉ, AURAIT ÉTÉ AUSSI PASSAGER QU'IL ÉTAIT FAIBLE DANS SA NAISSANCE, IL A SUFFI QU'ON M'EN SUSCITÂT. Jamais je n'en ai trouvés do","nécessaire aux désirs ; Ils n'ONT JAMAIS ÉTÉ POUR MOI QU'UN ENCOURAGEMENT DE PLUS ; QUELQUEFOIS MÊME POUR ME FAIRE UNE PASSION D'UN MOUVEMENT QUI, S'IL N'EÛT PAS ÉTÉ CONTRARIÉ, AURAIT ÉTÉ AUSSI PASSAGER QU'IL ÉTAIT FAIBLE DANS SA NAISSANCE ; IL A SUFFI QU'ON M'EN SUSCITÂT. 
Enfin apercevant que je ne ","(219433, 219674)","(152757, 152999)"
