,LOC,PER
Senac_Emigre.txt,"[('Français', 47), ('Paris', 37), ('Francfort', 33), ('France', 33), ('la France', 25)]","[('Marquis', 233), ('Victorine', 58), ('Roi', 54), ('Melle Émilie de Wergentheim', 52), ('Bertrand', 49)]"
Montesquieu_Arsace.txt,"[('Ardasire', 27), ('Isménie', 19), ('Bactriane', 17), ('Médie', 14), ('Hyrcanie', 11)]","[('Arsace', 56), ('Ardasire', 49), ('Aspar', 16), ('Isménie', 5), ('La reine', 2)]"
Riccoboni_MylordRivers.txt,"[('Belosane', 62), ('Londres', 37), ('Paris', 23), ('Layrac', 14), ('Angleterre', 11)]","[('II', 55), ('Grancé', 46), ('Charles', 43), ('miss Rutland', 43), ('mylord Rivers', 29)]"
Chevrier_Colporteur.txt,"[('Paris', 65), ('Brochure', 32), ('Cléon', 21), ('de France', 11), ('Beaumenard', 9)]","[('Madame De Sarmé', 44), ('Bélise', 26), ('madame', 22), ('Defresne', 18), ('louis', 16)]"
Florian_Numa.txt,"[('Rome', 98), ('Hersilie', 52), ('romains', 51), ('Cérès', 25), (""l'"", 18)]","[('Numa', 527), ('Romulus', 194), ('Léo', 189), ('Tatius', 105), ('Camille', 87)]"
Beaumont_Clarice.txt,"[('Londres', 51), ('Hariote', 38), ('Angleterre', 36), ('France', 31), ('Bordeaux', 27)]","[('Milord', 130), ('Clarice', 111), ('Madame', 79), ('Sir Derby', 68), ('Ciel', 62)]"
Anonym_Suzon.txt,"[('Couvent', 21), ('Paris', 13), ('État', 13), ('Minois', 12), ('Suzon', 9)]","[(""Madame d'Inville"", 27), ('Ambroise', 17), ('Moine', 17), ('Comte', 15), ('Toinette', 10)]"
Tiphaigne_Amilec.txt,"[('Amilec', 21), ('la Terre', 7), ('Amans', 6), ('Etres', 3), ('Celles', 3)]","[('Amilec', 32), ('Souverain', 5), ('Venus', 3), ('Mars', 3), ('Royal', 3)]"
Louvet_Annee.txt,"[('Lodoïska', 76), ('Adélaïde', 32), ('Rosambert', 24), ('Paris', 23), ('Varsovie', 22)]","[('Justine', 162), ('Sophie', 106), ('Pulauski', 98), ('Rosambert', 86), ('Lovzinski', 59)]"
Boufflers_Reine.txt,"[('Golconde', 4), ('Paris', 3), ('état', 3), ('Dinazarde', 1), ('Molinos', 1)]","[('Aline', 26), ('volai', 2), ('Marquise De Castelmont', 2), ('Madame De Castelmont', 2), ('Arlequin', 1)]"
Gerard_Comte.txt,"[('Valmont', 46), ('Senneville', 44), ('Émilie', 26), ('Est', 8), ('Rome', 8)]","[('Valmont', 158), ('Lausane', 47), ('Jésus-Christ', 44), ('Moïse', 32), (""M D'Orval"", 24)]"
Sade_Aline.txt,"[('Paris', 96), ('Zamé', 92), ('Léonore', 66), ('Déterville', 62), ('Valcour', 59)]","[('Aline', 255), ('madame de Blamont', 156), ('Clémentine', 134), ('Sophie', 101), ('Madame de Blamont', 70)]"
Popeliniere_Daira.txt,"[('Daïra', 49), ('Alep', 36), ('Isle', 16), ('Sérail', 16), ('Parc', 13)]","[('Pacha', 51), ('Ciel', 49), ('Maître', 44), ('Amant', 35), ('Pere', 33)]"
Mirabeau_Rideau.txt,"[('Vernol', 29), ('Lucette', 23), ('volupté', 6), ('Cher', 3), ('Laure', 3)]","[('Justine', 57), ('Rose', 49), ('Vernol', 47), ('Courbelon', 44), ('Lucette', 41)]"
Diderot_Religieuse.txt,"[('Longchamp', 21), ('Sainte-Thérèse', 20), ('Sainte-Suzanne', 14), ('Sainte-Marie', 7), ('Paris', 6)]","[('M. Manouri', 29), ('Suzanne', 17), ('Thérèse', 17), ('P. Lemoine', 14), ('M. Simonin', 10)]"
Arnaud_Sentiment.txt,"[('Nancy', 111), ('Sargines', 109), ('Ménécrate', 99), ('Syndham', 78), ('Zénothémis', 52)]","[('Fanny', 134), ('Batilde', 132), ('Bell', 109), ('Nelly', 105), ('Archambaud', 102)]"
Voltaire_Candide.txt,"[('Cacambo', 74), ('Venise', 25), ('Bulgares', 21), ('Constantinople', 12), ('Buenos-Ayres', 12)]","[('Martin', 90), ('Cunégonde', 76), ('mademoiselle Cunégonde', 17), ('Candide', 15), ('Eldorado', 12)]"
Nerciat_Aphrodites.txt,"[('Durut', 139), ('Célestine', 132), ('Paris', 59), ('Valcreux', 44), ('Baronnet', 33)]","[('Comte', 173), ('Madame', 69), ('Monsieur', 64), ('Marquise', 47), ('Zéphirine', 47)]"
