,LOC,PER
Beauharnais_Lettres.txt,"[('Florizene', 50), ('Clarence', 32), ('Rosemont', 31), ('Stéphanie', 28), ('Félici', 22)]","[('Stéphanie', 103), ('Fernand', 54), ('Madame de Céléria', 53), ('Marquise', 24), ('Dom Lope', 22)]"
Leonard_Clementine.txt,"[('Trénel', 3), ('allais', 3), ('état', 3), ('Murcé', 2), ('Vante', 1)]","[('Henriette', 39), ('Seligny', 17), ('Norton', 14), ('Madame De Berville', 12), ('Emilie', 10)]"
Bernardin_Paul.txt,"[('Virginie', 205), ('Domingue', 30), (""l'Europe"", 21), ('France', 21), ('Bourdonnais', 18)]","[('Paul', 171), ('madame de la Tour', 57), ('Marguerite', 43), ('Marie', 21), ('Madame de la Tour', 16)]"
Lavaux_Eusebe.txt,"[('Frivolipolis', 10), ('Hiboumanes', 5), ('Etat', 5), ('Ursule', 4), ('Roi des Emouchets', 4)]","[('Eusèbe', 325), ('Monseigneur', 50), ('Roi', 40), ('Claude', 19), ('Roi de Babimanie', 17)]"
Louvet_Fin.txt,"[('Paris', 30), ('Faublas', 19), ('Fromonville', 19), ('Adélaïde', 17), ('Belcour', 12)]","[('Mme de Lignolle', 100), ('Monsieur', 85), ('Mme de B', 72), ('Mme de Fonrose', 60), ('Madame', 49)]"
Arnaud_Matinees.txt,"[('Virginie', 145), ('Dorneuil', 127), ('Dolimon', 54), ('Géminyile', 52), ('Sinderson', 26)]","[('Elisabeth', 103), ('Stéphanie', 56), ('Dorneuil', 45), ('mistriss Habert', 38), ('Lindley', 37)]"
Mercier_An.txt,"[('État', 26), ('Paris', 15), (""l'Europe"", 8), ('Angleterre', 6), ('poète(s', 6)]","[('François', 12), ('Roi', 7), ('Voltaire', 7), ('Créateur', 7), ('Louis XV', 6)]"
Bernardin_Chaumiere.txt,"[('Gange', 13), ('Inde', 12), ('Indes', 11), ('Jagrenat', 10), ('Angleterre', 8)]","[('frangui', 3), ('Jagrenat', 2), ('dieu Brama', 2), ('Gemna', 2), ('casys persans', 1)]"
Souza_Adele.txt,"[('Mortagne', 34), ('Paris', 29), ('Neuilly', 15), ('Angleterre', 10), ('Londres', 3)]","[('Adèle', 318), ('Henri', 61), ('madame de Joyeuse', 16), ('Françoise', 15), ('lady B', 12)]"
Barthelemy_Voyage.txt,"[('Grèce', 440), ('Athènes', 280), ('athéniens', 206), ('Lacédémone', 135), ('Sicile', 104)]","[('Philippe', 183), ('Socrate', 157), ('Platon', 133), ('Euclide', 117), ('Lycurgue', 103)]"
