filename	au-name	au-birth	au-death	title	au-gender	firsted-yr	printSource-yr	form	spelling	data-capture	token count	vols_count	size	bgrf	author_wikidata	title_wikidata	lang	publisher	distributor	distribution_date	copyright_status	digitalSource_Title	digitalSource_Ref	digitalSource_Publisher	digitalSource_Date	printSource_title	printSource_author	printSource_pubPlace	printSource_date	resp_datacapture	resp_encoding
Charriere_Femmes	Isabelle de Charrière	1740	1805	Trois Femmes	F	1795	1795	heterodiegetic	modern	semi-automatic transcription	40344	NA	short	96.18	Q123386	NA	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	NA	NA	Trois Femmes	Isabelle De Charrière	NA	1795	unknown	Amelie Probst
Charriere_Lausanne	Isabelle de Charrière	1740	1805	Lettres écrites de Lausanne	F	1785	1787	epistolary	modern	semi-automatic transcription	23794	NA	short	85.24	Q123386	Q19136090	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	NA	NA	Caliste ou Lettres écrites de Lausanne	Isabelle de Charrière	NA	1787	unknown	Amelie Probst
Charriere_Neuchateloises	Isabelle de Charrière	1740	1805	Lettres neuchâteloises	F	1784	1991	epistolary	modern	semi-automatic transcription	19651	NA	short	84.18	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/664/	NA	NA	Lettres neuchâteloises	Isabelle de Charrière	Paris	1991	Hub18cFrench	NA
Charriere_Noble	Isabelle de Charrière	1740	1805	Le noble	F	1763	1908	heterodiegetic	modern	semi-automatic transcription	7007	NA	short	63.21	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://athena.unige.ch/athena/charriere/charriere-le-noble.html	NA	NA	Le Noble (conte moral)	Madame de Charrière	Genève	1908	Athena	Johanna Konstanciak
Charriere_Observations	Isabelle de Charrière	1740	1805	Observations et conjectures politiques	F	1788	1788	heterodiegetic	modern	semi-automatic transcription	4815	NA	short	88.43	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/702/	NA	NA	Observations et conjectures politiques	Isabelle de Charrière	NA	1788	Hub18cFrench	NA
Charriere_Ruines	Isabelle de Charrière	1740	1805	Les Ruines d'Yedburg	F	1799	1799	heterodiegetic	modern	semi-automatic transcription	17383	NA	short	98.35	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Les_Ruines_d%27Yedburg	NA	NA	Les Ruines d'Yedburg	Isabelle de Charrière	Leipzig	1799	wikisource	NA
Charriere_Sainte	Isabelle de Charrière	1740	1805	Sainte Anne	F	1799	1799	heterodiegetic	modern	semi-automatic transcription	26209	NA	short	98.35	Q123386	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Sainte_Anne	NA	NA	Sainte Anne	Isabelle de Charrière	Leipzig	1799	wikisource	NA
Chaussard_Diable	Pierre-Jean-Baptiste Chaussard	1766	1823	Le Nouveau Diable boiteux	M	1799	NA	heterodiegetic	historical	semi-automatic transcription	83995	2	short	99.57	Q3383151	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	xxxx	http://gallica.bnf.fr/ark:/12148/bpt6k54214555	NA	NA	Le Nouveau Diable boiteux. Tableau philosophique et moral de Paris. Mémoires mis en lumière et enrichis de notes par le docteur Dicaculus, de Louvain...	NA	NA	NA	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie littéraire (OBVIL)	Johanna Konstanciak
Chevrier_Colporteur	François-Antoine Chevrier	1721	1762	Le Colporteur	M	1761	1761	heterodiegetic	modern	semi-automatic transcription	42999	NA	short	62.11	Q3083281	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Le Colporteur : histoire morale et critique	François-Antoine Chevrier	NA	1761	frantext	Johanna Konstanciak
Chevrier_Magakou	François-Antoine Chevrier	1721	1762	Ma-Gakou histoire japonnoise	M	1752	1752	heterodiegetic	historical	semi-automatic transcription	15676	NA	short	52.18	Q3083281	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k1512688p?rk=21459;2	NA	NA	Ma-Gakou histoire japonnoise, traduite par l'Auteur D. R. D. S.	François-Antoine Chevrier	Paris	1752	gallica	Johanna Konstanciak
Colombe_Plaisirs	Etienne-Guillaume Sainte-Colombe	NA	NA	Les plaisirs d'un jour ou la journée d'une provinciale à Paris	M	1764	1764	heterodiegetic	historical	semi-automatic transcription	41910	NA	short	64.41	0	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Plaisirs d'un jour; ou La journée d'une provinciale à Paris	https://gallica.bnf.fr/ark:/12148/bpt6k3044876t	Bibliothèque nationale de France	2019	Les plaisirs d'un jour; ou la journée d'une provinviale a Paris.	NA	Bruxelles	1764	gallica	Johanna Konstanciak
Constant_Laure	Samuel de Constant	1729	1800	Laure, ou Lettres de quelques personnes de Suisse	M	1787	1787	epistolary	historical	double keying	274877	7	long	86.27	Q55229494	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k9754329n?rk=107296;4	NA	NA	Laure, ou Lettres de quelques personnes de Suisse	Samuel de Constant de Rebecque	Genève	1787	"double keying by ""Jiangsu"", China"	Julia Dudar
Constant_Mari	Samuel de Constant	1729	1800	Le mari sentimental	M	1783	1783	epistolary	modern	semi-automatic transcription	39223	NA	short	83.22	Q55229494	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://athena.unige.ch/athena/constant-s/constant-le-mari-sentimental.html	NA	NA	Le mari sentimental, ou le mariage comme il y en a quelques-uns. Lettres d'un homme du pays de vaud, écrites en 178...	NA	NA	1783	Athena	NA
Cottin_Claire	Sophie Ristaud Cottin	1770	1807	Claire d'Albe	F	1798	1824	epistolary	modern	semi-automatic transcription	40093	NA	short	99.62	Q464409	Q2975140	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Claire_d%E2%80%99Albe	NA	NA	Claire d'Albe	Sophie Cottin	Paris	1824	Wikisource contributors	Amelie Probst
Crebillon_Atheniennes	Claude Prosper Jolyot de Crébillon	1707	1777	Lettres athéniennes extraites du porte-feuille d'Alcibiade	M	1771	1771	epistolary	modern	semi-automatic transcription	181353	4	long	71.23	Q733161	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Lettres athéniennes extraites du porte-feuille d'Alcibiade	Claude Prosper Jolyot de Crébillon	NA	1771	frantext	Johanna Konstanciak
Crebillon_Conte	Claude Prosper Jolyot de Crébillon	1707	1777	Ah quel conte !	M	1751	1779	mixed	historical	semi-automatic transcription	135939	NA	long	54.13	Q733161	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Ah quel conte !	Claude Prosper Jolyot de Crébillon	NA	1779	frantext	Johanna Konstanciak
Crebillon_Nuit	Claude Prosper Jolyot de Crébillon	1707	1777	La Nuit et le moment, ou les Matines de Cythère	M	1755	1756	dialogue novel	modern	semi-automatic transcription	32281	NA	short	55.16	Q733161	Q30738391	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/La_Nuit_et_le_Moment	NA	NA	La Nuit et le moment, ou les Matines de Cythère, dialogue	Claude Prosper Jolyot de Crébillon	Amsterdam	1756	Wikisource contributors	Amelie Probst
Denon_Point	Dominique Vivant	1747	1825	Point de lendemain	M	1777	1876	autodiegetic	modern	semi-automatic transcription	7836	NA	short	79.15	Q468618	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	NA	NA	NA	1876	frantext	Johanna Konstanciak
Diderot_Ceci	Denis Diderot	1713	1784	Ceci n'est pas un conte	M	1772	1772	heterodiegetic	modern	semi-automatic transcription	7071	NA	short	98.38	Q448	Q2943673	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/559/	NA	NA	Ceci n'est pas un conte	Denis Diderot	Paris	1772	Hub18cFrench	NA
Diderot_Jacques	Denis Diderot	1713	1784	Jacques le fataliste et son maître	M	1796	1765-1784	dialogue novel	modern	semi-automatic transcription	93744	NA	medium	97.21	Q448	Q945216	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.ebooksgratuits.com/details.php?book=184	NA	2012	Jacques le fataliste et son maître	Denis Diderot	NA	1765-1784	Ebooks libres et gratuits contributors: Jean-Marc, PatriceC, Coolmicro.	Julia Dudar
Diderot_Neveu	Denis Diderot	1713	1784	Le Neveu de Rameau	M	NA	1862	dialogue novel	modern	semi-automatic transcription	33211	NA	short	1	Q448	Q1336786	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Le_Neveu_de_Rameau_(nouvelle_%C3%A9dition_par_Charles_Asselineau)	NA	NA	Le Neveu de Rameau	Denis Diderot	Paris	1862	wikisource contributors	Julia Dudar
Diderot_Oiseau	Denis Diderot	1713	1784	L'oiseau blanc	M	1748	1748	heterodiegetic	modern	semi-automatic transcription	21719	NA	short	98.38	Q448	Q3204457	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/289/	NA	NA	L'Oiseau blanc: conte bleu	Denis Diderot	Paris	1748	Hub18cFrench	NA
Diderot_Pensees	Denis Diderot	1713	1784	Pensées philosophiques	M	1777	1746	heterodiegetic	modern	semi-automatic transcription	9631	NA	short	77.33	Q448	Q3374872	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/274/	NA	NA	Pensées philosophiques	Denis Diderot	Genève	1746	Hub18cFrench	NA
Diderot_Religieuse	Denis Diderot	1713	1784	La Religieuse	M	1796	1875	autodiegetic	modern	semi-automatic transcription	65542	NA	medium	97.22	Q448	Q1209658	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/La_Religieuse	NA	NA	La Religieuse	Denis Diderot	Paris	1875	wikisource contributors	Julia Dudar
Diderot_Supplement	Denis Diderot	1713	1784	Supplément au voyage de Bougainville	M	1796	1796	dialogue novel	modern	semi-automatic transcription	15831	NA	short	98.38	Q448	Q1765222	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Suppl%C3%A9ment_au_voyage_de_Bougainville	NA	NA	Supplément au voyage de Bougainville	Denis Diderot	Paris	1796	Pia Geißel	NA
Doppet_Memoires	François Amédée Doppet	1753	1799	Mémoires de Mme de Warens	M	1786	1786	autodiegetic	historical	double keying	34946	NA	short	86.32	Q3083791	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k5813528x	NA	NA	Mémoires de Mme de Warens, suivis de ceux de Claude Anet	Claude Anet	NA	1786	"double keying by ""Jiangsu"", China"	Julia Dudar
Dorat_Malheurs	Claude-Joseph Dorat	1734	1780	Les Malheurs de l'inconstance ou Lettres de la marquise de Circé et du comte de Mirbelle	M	1772	1775	epistolary	historical	semi-automatic transcription	68518	NA	medium	72.19	Q361456	NA	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Les Malheurs de l'inconstance ou Lettres de la marquise de Circé et du                        comte de Mirbelle	Claude-Joseph Dorat	NA	1775	frantext	Amelie Probst
Dorat_Sacrifices	Claude-Joseph Dorat	1734	1780	Les Sacrifices de l'amour	M	1771	1771	epistolary	historical	semi-automatic transcription	75519	NA	medium	71.25	Q361456	NA	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	NA	NA	Les Sacrifices de l'amour	Claude-Joseph Dorat	NA	1771	unknown	Amelie Probst
Dorvigny_Tante	Dorvigny	1742	1812	Ma tante Geneviève ou je l'ai échappé belle	M	1800	1800	autodiegetic	modern	semi-automatic transcription	95643	4	medium	00.64	Q3037277	Q83154599	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Ma_tante_Genevi%C3%A8ve,_ou_Je_l%E2%80%99ai_%C3%A9chapp%C3%A9_belle	NA	NA	Ma tante Geneviève, ou Je l'ai échappé belle	Dorvigny	Paris	1800	wikisource	NA
Duclos_Memoires	Charles Pinot Duclos	1704	1772	Mémoires pour servir à l'histoire des mœurs du XVIII. siècle	M	1751	1751	autodiegetic	modern	semi-automatic transcription	37842	NA	short	51.22	Q982034	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/314/	NA	NA	Mémoires pour servir à l'histoire des mœurs du XVIII. siècle	Charles Pinot Duclos	NA	1751	Hub18cFrench	NA
Ducray_Cinquante	François Guillaume Ducray-Duminil	1761	1819	Les Cinquante francs de Jeannette	M	1798	1798	heterodiegetic	historical	double keying	72560	2	medium	99.76	Q2072208	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k97947457	NA	NA	Les Cinquante francs de Jeannette	François-Guillaume Ducray-Duminil	Paris	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Ducray_Coelina	François Guillaume Ducray-Duminil	1761	1819	Coelina ou l'enfant du mystère	M	1799	1798	heterodiegetic	modern	semi-automatic transcription	244471	6	long	99.77	Q2072208	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/791/	NA	NA	Coelina ou l'enfant du mystère	François Guillaume Ducray-Duminil	NA	1798	Hub18cFrench	NA
Ducray_Soirees	Ducray-Duminil, François-Guillaume	1761	1819	Les Soirées de la chaumière	M	1758	1758	autodiegetic	historical	double keying	309807	2	long	95.18	Q2072208	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Soirées de la chaumière, ou les Leçons du vieux père... par le                        Citoyen Ducray-Duminil.	http://gallica.bnf.fr/ark:/12148/bpt6k54214555	Bibliothèque nationale de France	2010	Voyage dans les espaces , par d'Abbes de Cabreroles	Abbes de Cabreroles	London	1758	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Ducray_Victor	François Guillaume Ducray-Duminil	1761	1819	Victor ou l'enfant de la forêt	M	1796	1796	heterodiegetic	modern	semi-automatic transcription	170529	4	long	97.23	Q2072208	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/775/	NA	NA	Victor ou l'enfant de la forêt	François Guillaume Ducray-Duminil	NA	1796	Hub18cFrench	NA
Dulaurens_Compere	Henri-Joseph Du Laurens	1719	1793	Le Compère Mathieu	M	1766	1831	autodiegetic	modern	semi-automatic transcription	145307	4	long	66.21	Q345858	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Le Compère Mathieu ou les Bigarrures de l'esprit humain	Henri-Joseph Dulaurens	NA	1831	frantext	Johanna Konstanciak
Dulaurens_Imirce	Henri-Joseph Du Laurens	1719	1793	Imirce ou la Fille de nature	M	1765	1922	autodiegetic	modern	OCR	69067	NA	medium	65.21	Q345858	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://archive.org/details/imirceoulafil00dula	NA	2010	Imirce ou la Fille de nature	Henri-Joseph Dulaurens	Paris	1922	Internet Archive/University of Ottawa	Julia Dudar
Duvernet_Devotions	Théophile Imarigeon Duvernet	1734	1796	Les dévotions de Mme de Bethzamooth et les Pieuses facéties de M. de Saint-Ognon	M	1790	1913	heterodiegetic	modern	semi-automatic transcription	16596	NA	short	89.58	Q94885583	Q98125600	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/03	NA	NA	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les confessions de la marquise de Montcornillon	Théophile Imarigeon Duvernet	Paris	1913	wikisource	NA
Duvernet_Guillaume	Théophile Imarigeon Duvernet	1734	1796	Monsieur Guillaume	M	1781	1781	heterodiegetic	historical	semi-automatic transcription	9623	NA	short	81.18	Q94885583	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Monsieur Guillaume, ou le disputeur.	https://gallica.bnf.fr/ark:/12148/bpt6k96179492?rk=42918;4	gallica	2015	Monsieur Guillaume ou le disputeur	Théophile-Imarigeon Duvernet	NA	1781	gallica	Johanna Konstanciak
Duvernet_Retraite	Théophile Imarigeon Duvernet	1734	1796	La retraite, les tentations et les confessions de madame la marquise de Montcornillon	M	1790	1913	heterodiegetic	modern	semi-automatic transcription	13040	NA	short	90.34	Q94885583	Q98125600	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/06	NA	NA	Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les confessions de la marquise de Montcornillon	Théophile Imarigeon Duvernet	Paris	1913	wikisource	NA
Falconet_Debut	Ambroise Falconnet	1742	1817	Le début ou les premières aventures du chevalier de ***	M	NA	NA	heterodiegetic	historical	semi-automatic transcription	27251	NA	short	70.45	Q67201355	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k1510607m?rk=150215;2	NA	NA	Le début ou les premières aventures du chevalier de ***	NA	NA	NA	gallica	Johanna Konstanciak
Fievee_Dot	Joseph Fiévée	1767	1839	La Dot de Suzette	M	1797	1826	heterodiegetic	historical	semi-automatic transcription	33262	NA	short	98.41	Q3184948	Q107275176	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	NA	NA	La Dot de Suzette, ou Histoire de Mme de Senneterre racontée par elle-même	Joseph Fiévée	NA	1826	unknown	Amelie Probst
Florian_Estelle	Jean-Pierre Claris de Florian	1755	1794	Estelle	M	1788	1838	heterodiegetic	historical	double keying	33714	NA	short	88.53	Q551740	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k6477621h/f17.item	NA	NA	Estelle	Jean-Pierre Claris de Florian	Paris	1838	"double keying by ""Jiangsu"", China"	Julia Dudar
Florian_Galatee	Jean-Pierre Claris de Florian	1755	1794	Galatée	M	1783	1812	heterodiegetic	historical	double keying	21849	NA	short	83.26	Q551740	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k202835b	NA	NA	Galatée, pastorale imitée de Cervantès	Jean-Pierre Claris de Florian	Paris	1812	"double keying by ""Jiangsu"", China"	Julia Dudar
Florian_Numa	Jean-Pierre Claris de Florian	1755	1794	Numa Pompilius	M	1786	1786	autodiegetic	modern	semi-automatic transcription	71429	NA	medium	86.34	Q551740	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Numa Pompilius	Jean-Pierre Claris de Florian	NA	1786	frantext	Johanna Konstanciak
Fourqueux_Zely	Marie-Louise Auget de Monthyon	1728	1798	Zély	F	1775	1775	heterodiegetic	historical	double keying	25494	NA	short	75.28	Q33141030	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k98038829	NA	NA	Zély, ou La difficulté d'être heureux, roman indien	Marie-Louise Auget de Monthyon, Madame de Fourqueux	Paris	1775	"double keying by ""Jiangsu"", China"	Julia Dudar
Fyot_Memoires	Jean-Philippe Fyot de la Marche	1723	1772	Mémoires de monsieur de Berval	M	NA	NA	autodiegetic	historical	semi-automatic transcription	25974	NA	medium	52.23	Q3168802	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.digitale-sammlungen.de/de/view/bsb10209108	NA	NA	Mémoires de monsieur de Berval	NA	NA	NA	Münchener DigitalisierungsZentrum	Johanna Konstanciak
Genlis_Adele	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Adèle et Théodore	F	1782	1782	epistolary	historical	semi-automatic transcription	262122	NA	long	82.20	Q55037230	NA	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	NA	NA	Adèle et Théodore	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	NA	1782	unknown	Amelie Probst
Genlis_Chevaliers	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les Chevaliers du cygne	F	1795	1795	heterodiegetic	historical	semi-automatic transcription	193036	NA	long	95.20	Q55037230	NA	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	NA	NA	Les Chevaliers du cygne Ou La Cour De Charlemagne	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	NA	1795	unknown	Amelie Probst
Genlis_Emigres	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les petits Emigrés	F	1798	1798	epistolary	modern	semi-automatic transcription	127939	2	long	98.44	Q55037230	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/793/	NA	NA	Les petits Emigrés	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis	NA	1798	Hub18cFrench	NA
Genlis_Meres	Stéphanie-Félicité Ducrest de Saint-Aubin de Genlis	1746	1830	Les mères rivales ou la calomnie	F	1800	1819	epistolary	historical	semi-automatic transcription	224728	3	long	00.75	Q55037230	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les mères rivales, ou la calomnie.	https://www.digitale-sammlungen.de/de/view/bsb10091773	Bayerische Staatsbibliothek	2009	Les mères rivales ou la calomnie	Madame de Genlis	Paris	1819	Münchener Digitalisierungszentrum	Johanna Konstanciak
Gerard_Comte	Philippe Louis Gérard	1737	1813	Le Comte de Valmont	M	1774	1775	epistolary	historical	semi-automatic transcription	180258	NA	long	74.15	Q60151324	NA	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/	NA	NA	Le Comte de Valmont ou les égarements de la raison, lettres recueillies et publiées	Philippe Louis Gérard	NA	1775	unknown	Amelie Probst
Gilbert_Familles	Nicolas Joseph Laurent Gilbert	1750	1780	Les Familles de Darius et d'Hidarne	M	1770	1770	epistolary	historical	semi-automatic transcription	56923	2	medium	70.46	Q1393327	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Familles de Darius et d'Hidarne, ou Statira et Amestris	http://gallica.bnf.fr/ark:/12148/bpt6k6536981n	Bibliothèque nationale de France	2013	Les Familles de Darius et d'Hidarne, ou Statira et Amestris	NA	La Haye	1770	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie littéraire            (OBVIL)	Johanna Konstanciak
