filename	au-name	au-birth	au-death	title	au-gender	firsted-yr	printSource-yr	form	spelling	data-capture	token count	vols_count	size	bgrf	author_wikidata	title_wikidata	lang	publisher	distributor	distribution_date	copyright_status	digitalSource_Title	digitalSource_Ref	digitalSource_Publisher	digitalSource_Date	printSource_title	printSource_author	printSource_pubPlace	printSource_date	resp_datacapture	resp_encoding
Gimat_Voyage	Jean-Baptiste Jacques Gimat de Bonneval	1711	1783	Le voyage de Mantes	M	1753	NA	autodiegetic	historical	semi-automatic transcription	27278	NA	medium	53.17	Q28579440	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001100685200	NA	NA	Le voyage de Mantes	NA	NA	NA	Numelyo - Bibliothèque numérique de Lyon	Johanna Konstanciak
Gorjy_Voyage	Jean-Claude Gorgy	1753	1795	Nouveau voyage sentimental	M	1791	1791	autodiegetic	historical	double keying	19017	NA	short	84.27	Q15407023	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k63791460	NA	NA	Nouveau voyage sentimental	Jean-Claude Gorjy	Paris	1791	"double keying by ""Jiangsu"", China"	Julia Dudar
Grandin_Paulin	Grandville	1772	1836	Paulin ou les avantures du comte de Walter	M	1792	1792	heterodiegetic	historical	semi-automatic transcription	39680	2	short	92.17	Q3115303	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k739327	NA	NA	Paulin ou les avantures du comte de Walter	Charles-François Grandin	Paris	1792	gallica	Johanna Konstanciak
Jacquin_Parisiennes	Armand Pierre Jacquin	1721	1780	Lettres parisiennes sur le désir d'être heureux	M	1758	1758	epistolary	historical	double keying	61483	2	medium	58.13	NA	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k5619096d	NA	NA	Lettres parisiennes sur le désir d'être heureux	Armand-Pierre Jacquin	Paris	1758	"double keying by ""Jiangsu"", China"	Julia Dudar
Laclos_Liaisons	Pierre Choderlos de Laclos	1741	1803	Les Liaisons dangereuses	M	1782	1869	epistolary	modern	semi-automatic transcription	147847	NA	long	82.17	Q212476	Q862050	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Les_Liaisons_dangereuses	NA	NA	Les Liaisons dangereuses	Pierre Choderlos de Laclos	Bruxelles	1869	Pia Geißel	Julia Röttgermann
Lagrave_Sophie	Comtesse de Lagrave	1770	1820	Sophie de Beauregard, ou Le véritable amour	F	1798	1798	epistolary	historical	double keying	57935	2	medium	99.104	Q106648935	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k65506085	NA	NA	Sophie de Beauregard, ou Le véritable amour	Comtesse de Lagrave	Paris	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Lagrave_Zabeth	Comtesse de Lagrave	1770	1820	Zabeth, ou la Victime de l'ambition	F	1798	1798	heterodiegetic	historical	double keying	73683	2	medium	99.105	Q106648935	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k9626032n/f11.image	NA	NA	Zabeth, ou la Victime de l'ambition	Comtesse de Lagrave	Paris	1798	"double keying by ""Jiangsu"", China"	Julia Dudar
Laveaux_Eusebe	Jean-Charles Laveaux	1749	1827	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons	M	1785	1785	heterodiegetic	historical	OCR	29894	NA	short	85.33	Q649330	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	http://gallica.bnf.fr/ark:/12148/bpt6k5795145n	NA	2013	Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons	Laveaux, Jean-Charles	Amsterdam	1785	BnF	OBVIL Paris
Leonard_Clementine	Nicolas-Germain Léonard	1744	1793	La Nouvelle Clémentine	M	1774	1774	epistolary	modern	semi-automatic transcription	13553	NA	short	74.20	Q970715	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	La Nouvelle Clémentine, ou Lettres de Henriette du Berville	Nicolas-Germain Léonard	NA	1774	frantext	Johanna Konstanciak
Leonard_Lettres	Nicolas-Germain Léonard	1744	1793	Lettres de deux amants habitants de Lyon	M	1783	1783	epistolary	historical	double keying	66097	2	medium	83.31	Q970715	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k5787114f	NA	NA	Lettres de deux amants habitants de Lyon	Nicolas-Germain Léonard	Londres	1783	"double keying by ""Jiangsu"", China"	Julia Dudar
Lesuire_Aventurier	Robert-Martin Lesuire	1737	1815	L'Aventurier François	M	1782	1782	autodiegetic	historical	double keying	218774	4	long	82.27	Q3434367	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k1018409	NA	NA	L'Aventurier François ou Mémoires de Grégoire Merveil	Robert-Martin Lesuire	Londres	1782	"double keying by ""Jiangsu"", China"	Julia Dudar
Lesuire_Crime	Robert-Martin Lesuire	1737	1815	Le crime	M	1789	1789	epistolary	historical	double keying	178990	4	long	89.81	Q3434367	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k5474967d	NA	NA	Le crime, ou Lettres originales, contenant les aventures de César de Perlencour	Robert-Martin Lesuire	Bruxelles	1789	"double keying by ""Jiangsu"", China"	Julia Dudar
Linguet_Voyage	Simon-Nicolas Henri Linguet	1736	1794	Voyage au labirinthe du jardin du roi	M	1755	1755	mixed	historical	semi-automatic transcription	2493	NA	short	55.27	Q1505526	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k1416833d/f7.item	NA	NA	Voyage au labirinthe du jardin du roi	Simon-Nicolas-Henri Linguet	La Haye	1755	gallica	Johanna Konstanciak
Loaisel_Ainsi	Joseph-Marie Loaisel de Tréogate	1752	1812	Ainsi finissent les grandes passions	M	1788	1788	epistolary	modern	semi-automatic transcription	69750	2	medium	87.54bis	Q56062794	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Ainsi finissent les grandes passions, ou les Dernières amours du                        chevalier de ***	Joseph Marie Loaisel de Tréogate	NA	1788	frantext	Johanna Konstanciak
Loaisel_Comtesse	Joseph-Marie Loaisel de Tréogate	1752	1812	La Comtesse d'Alibre	M	1779	1779	heterodiegetic	historical	double keying	31565	NA	short	79.22	Q56062794	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k9740937r	NA	NA	La Comtesse d'Alibre	Joseph Marie Loaisel de Tréogate	La Haye	1779	"double keying by ""Jiangsu"", China"	Julia Dudar
Loaisel_Dolbreuse	Joseph-Marie Loaisel de Tréogate	1752	1812	Dolbreuse ou l'Homme du siècle ramené à la vérité par le sentiment et la raison	M	1783	1783	autodiegetic	modern	semi-automatic transcription	65768	2	medium	83.33	Q56062794	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Dolbreuse ou l'Homme du siècle ramené à la vérité par le sentiment et la raison	Joseph de Loaisel de Tréogate	NA	1783	frantext	Johanna Konstanciak
Louvet_Annee	Jean-Baptiste Louvet de Couvrai	1760	1797	Une année dans la vie du chevalier de Faublas	M	1787	1960	autodiegetic	historical	semi-automatic transcription	119518	5	long	87.56	Q1362457	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Une année dans la vie du chevalier de Faublas	Jean-Baptiste Louvet de Couvray	NA	1960	frantext	Johanna Konstanciak
Louvet_Fin	Jean-Baptiste Louvet de Couvrai	1760	1797	La Fin des amours de Faublas	M	1790	1884	autodiegetic	historical	semi-automatic transcription	73119	NA	medium	90.47	Q1362457	Q91971388	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.gutenberg.org/files/62120/62120-h/62120-h.htm	NA	NA	La Fin des amours de Faublas	Jean-Baptiste Louvet de Couvrai	Paris	1884	gutenberg contributors	Amelie Probst
Luchet_Vicomte	Jean-Pierre-Louis de Luchet	1740	1792	Le Vicomte de Barjac	M	1784	1784	heterodiegetic	modern	semi-automatic transcription	34149	NA	short	84.39	Q1242530	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Le_Vicomte_de_Barjac	NA	NA	Le Vicomte de Barjac ou Mémoires pour servir à l'histoire de ce siècle	Jean-Pierre-Louis de Luchet	Dublin	1784	wikisource	NA
Maistre_Voyage	Xavier de Maistre	1763	1852	Voyage autour de ma chambre	M	1794	1839	autodiegetic	modern	semi-automatic transcription	19704	NA	short	94.8	Q2737006	Q10392559	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	http://abu.cnam.fr/cgi-bin/go?chambre2,1,20	NA	NA	Voyage autour de ma chambre	Xavier de Maistre	NA	1839	Pia Geißel	NA
Malarme_Rose	Charlotte de Bournon	1753	1842	Anna Rose-Tree	F	1783	1785	epistolary	historical	semi-automatic transcription	84737	NA	medium	83.35	Q2961027	Q75936689	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Anna_Rose-Tree	NA	NA	Anna Rose-Tree	Charlotte de Bournon	Bruxelles & Paris	1785	wikisource	NA
Marchadier_Isle	Abbé Marchadier	NA	NA	L'isle de France ou la nouvelle colonie de Vénus	M	1752	1753	heterodiegetic	historical	semi-automatic transcription	14701	NA	short	52.32	0	viaf:6596159764114508170002	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k1510733f?rk=21459	NA	NA	L'isle de France ou la nouvelle colonie de Vénus	Abbé Marchadier	Amsterdam	1753	NA	NA
Marchand_Avis	Jean-Henri Marchand	NA	NA	Les avis d'un père à son fils	M	1751	1751	autodiegetic	historical	semi-automatic transcription	19081	NA	short	51.37	Q95343645	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.digitale-sammlungen.de/de/view/bsb10094142	NA	NA	Les avis d'un père à son fils	Jean-Henri Marchand	Amsterdam	1751	Münchener DigitalisierungsZentrum	Johanna Konstanciak
Marmontel_Belisaire	Jean-François Marmontel	1723	1799	Bélisaire	M	1767	1767	heterodiegetic	modern	semi-automatic transcription	44239	NA	short	67.39	Q379923	Q5005038	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Bélisaire	Jean-François Marmontel	NA	1767	frantext	Amelie Probst
Marmontel_Contes	Jean-François Marmontel	1723	1799	Contes moraux	M	1761	1829	heterodiegetic	modern	semi-automatic transcription	130232	3	long	61.12	Q379923	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Contes moraux	Jean-François Marmontel	NA	1829	frantext	Johanna Konstanciak
Marmontel_Dejeunes	Jean-François Marmontel	1723	1799	Les Déjeunés du village	M	1791	NA	heterodiegetic	historical	xxxx	15408	NA	short	91.35	Q379923	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	xxxx	http://gallica.bnf.fr/ark:/12148/bpt6k5842704q	NA	NA	xxxx	NA	NA	NA	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Marmontel_Incas	Jean-François Marmontel	1723	1799	Les Incas ou la destruction de l'empire du Pérou	M	1777	1777	heterodiegetic	modern	semi-automatic transcription	109918	2	long	77.50	Q379923	Q106889862	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Les Incas ou la destruction de l'empire du Pérou	Jean-François Marmontel	NA	1777	frantext	Johanna Konstanciak
Maubert_Paisan	Jean Henri Maubert de Gouvest	1721	1767	L'illustre païsan ou mémoires et avantures de Daniel Moginié	M	1754	1761	autodiegetic	historical	semi-automatic transcription	55774	NA	medium	54.28	Q1684896	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k5737285g?rk=21459;2	NA	NA	L'illustre païsan ou mémoires et avantures de Daniel Moginié, natif du                        village de Chezales au canton de Berne, bailliage de Moudon, mort à Agra le                        22 de mai 1748, âgé de 39 ans; Om-rah de la I re classe. Commandant de la                        seconde garde mogole, grand portier du palais de l'empereur, et Gouverneur                        de Paln-geâb, où se trouvent plusieurs particularités, anecdotes des                        dernières révolutions de la Perse et de I'Indostan et du règne de                        Thamas-Kouli-Kan, écrit ct adressé par lui même à son frère François, son                        légataire.	Jean-Henri Maubert de Gouvest	Lausanne	1761	gallica	Johanna Konstanciak
Merard_Bergeries	Anne-Jeanne-Félicité Mérard de Saint-Just	1765	1830	Bergeries et opuscules de Mlle d'Ormoy l'aînée	F	1784	1784	dialogue novel	historical	double keying	19894	NA	short	84.43	Q42529211	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k6496123v	NA	NA	Bergeries et opuscules de Mlle d'Ormoy l'aînée	Anne-Jeanne-Félicité Mérard de Saint-Just	NA	1784	"double keying by ""Jiangsu"", China"	Julia Dudar
Mercier_An	Louis-Sébastien Mercier	1740	1814	L'An deux mille quatre cent quarante	M	1771	1774	autodiegetic	NA	NA	68158	NA	medium	71.36	Q709670	Q82530	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/L%E2%80%99An_deux_mille_quatre_cent_quarante	NA	NA	L'An deux mille quatre cent quarante, rêve s'il en fut jamais	Louis-Sébastien Mercier	Londres	1774	Pia Geißel	NA
Mercier_Jezennemours	Louis-Sébastien Mercier	1740	1814	Jezennemours	M	1776	1776	mixed	historical	semi-automatic transcription	78873	2	medium	76.36	Q709670	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Jezennemours : roman dramatique	Louis-Sébastien Mercier	NA	1776	frantext	Johanna Konstanciak
Mercier_Songes	Louis-Sébastien Mercier	1740	1814	Songes philosophiques	M	1768	1768	autodiegetic	historical	semi-automatic transcription	64766	2	medium	68.42	Q709670	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Songes philosophiques	http://gallica.bnf.fr/ark:/12148/bpt6k6365859h	Bibliothèque nationale de France	2012	Songes philosophiques	M. Mercier	Londres	1768	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Mirabeau_Conversion	Honoré-Gabriel Riqueti, comte de Mirabeau	1749	1791	Ma Conversion ou le Libertin de qualité	M	1783	1801	autodiegetic	modern	semi-automatic transcription	39962	NA	short	83.40	Q218747	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Le_Libertin_de_qualit%C3%A9,_ou_Ma_Conversion	NA	NA	Ma Conversion ou le Libertin de qualité	Honoré-Gabriel Riqueti de Mirabeau	Paris	1801	wikisource contributors	Julia Dudar
Mirabeau_Rideau	Honoré-Gabriel Riqueti, comte de Mirabeau	1749	1791	Le Rideau levé ou l'éducation de Laure	M	1786	1921	autodiegetic	modern	semi-automatic transcription	43539	NA	short	86.51	Q218747	Q19198685	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	http://www.gutenberg.org/ebooks/26809	NA	NA	Le Rideau levé ou l'éducation de Laure	Honoré-Gabriel Riqueti de Mirabeau	NA	1921	gutenberg contributors	Amelie Probst
Montdorge_Nadir	Antoine Gautier de Montdorge	1701	1768	Nadir, histoire orientale	M	1769	1769	heterodiegetic	historical	semi-automatic transcription	26454	NA	short	69.36	Q2853979	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k5610544m	NA	NA	Nadir, histoire orientale, roman moral et politique applicable aux moeurs du                        jour	Antoine Gautier de Montdorge	La Haye	1769	gallica	Johanna Konstanciak
Montesquieu_Arsace	Montesquieu	1689	1755	Arsace et Isménie : histoire orientale	M	1755	1949	heterodiegetic	historical	semi-automatic transcription	14229	NA	short	83.42	Q15975	Q19132875	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Arsace et Isménie : histoire orientale	Charles-Louis de Secondat, baron de La Brède et de Montesquieu	NA	1949	frantext	Johanna Konstanciak
Moreau_Memoire	Jacob-Nicolas Moreau	1717	1803	Nouveau mémoire pour servir à l'histoire des Cacouacs	M	1757	1757	autodiegetic	modern	semi-automatic transcription	11815	NA	short	57.10	Q3157507	Q15891964	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Nouveau_m%C3%A9moire_pour_servir_%C3%A0_l%E2%80%99histoire_des_Cacouacs	NA	NA	Nouveau mémoire pour servir à l'histoire des Cacouacs	Jacob-Nicolas Moreau	Amsterdam	1757	wikisource	NA
Morelly_Naufrage	Étienne-Gabriel Morelly	1717	1778	Naufrage des Iles Flottantes	M	1753	1753	heterodiegetic	historical	double keying	99912	2	medium	53.26	Q289139	Q56391765	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k15151669	NA	NA	Naufrage des isles flottantes, ou Basiliade du célèbre Pilpai	Étienne Gabriel Morelly	NA	1753	"double keying by ""Jiangsu"", China"	Julia Dudar
Morliere_Royalisme	Charles Jacques Louis Auguste Rochette La Morlière	1719	1785	Le royalisme	M	1770	1770	heterodiegetic	historical	semi-automatic transcription	19394	NA	short	70.56	Q3159898	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.digitale-sammlungen.de/de/view/bsb10414089	NA	NA	Le royalisme, ou mémoires de Du Barri de Saint Aunez et de Constance de Cézelli, sa femme	M. DE L....	Paris	1770	Münchener Digitalisierungszentrum	Johanna Konstanciak
Mouhy_Opuscule	Charles de Fieux	1701	1784	Opuscule d'un célèbre auteur égyptien	M	1752	NA	mixed	historical	semi-automatic transcription	5306	NA	short	52.35	Q2960572	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k9743521f?rk=21459;2	NA	NA	Opuscule d'un célèbre auteur égyptien, contenant l'histoire d'Orphée par laquelle                        on pourroit soupçonner qu'il est peu de femmes fidèles	Charles de Fieux, chevalier de Mouhy	Londres	NA	gallica	Johanna Konstanciak
Nerciat_Aphrodites	André Robert de Nerciat	1739	1800	Les Aphrodites	M	1764	1793	dialogue novel	historical	double keying	110529	NA	long	93.16	Q718081	Q3230640	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/btv1b86134004	NA	NA	Les Aphrodites ou Fragmens thali-priapiques, pour servir à l'histoire du plaisir	Robert-André Andréa de Nerciat	NA	1793	"double keying by ""Jiangsu"", China"	Julia Dudar
Nerciat_Doctorat	André Robert de Nerciat	1739	1800	Le Doctorat impromptu	M	1788	1866	autodiegetic	modern	semi-automatic transcription	15510	NA	short	88.94	Q718081	Q3222382	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Le_Doctorat_impromptu	NA	NA	Le Doctorat impromptu	André Robert de Nerciat	Londres	1866	wikisource	NA
Nerciat_Etourdi	André Robert de Nerciat	1739	1800	L'Étourdi	M	1784	1784	autodiegetic	modern	semi-automatic transcription	45727	NA	short	84.50	Q718081	Q72005582	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/L%E2%80%99%C3%89tourdi,_1784	NA	NA	L'Étourdi	Anonyme, attribué à Donatien Alphonse François de Sade ou attribué à André-Robert Andréa de Nerciat, ou attribué au chevalier de Neufville-Montador	Lampsaque	1784	Wikisource contributors	Amelie Probst
Nerciat_Felicia	André Robert de Nerciat	1739	1800	Félicia ou mes Fredaines	M	1775	1778	autodiegetic	modern	semi-automatic transcription	100569	NA	long	75.37	Q718081	Q20725904	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/F%C3%A9licia	NA	NA	Félicia ou Mes Fredaines	André-Robert Andréa de Nerciat	Paris	1778	wikisource contributors	Julia Dudar
Nerciat_Monrose	André Robert de Nerciat	1739	1800	Monrose ou le Libertin par fatalité	M	1792	1871	autodiegetic	modern	semi-automatic transcription	163434	4	long	92.34	Q718081	Q72146509	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://fr.wikisource.org/wiki/Monrose_ou_le_Libertin_par_fatalit%C3%A9	NA	NA	Monrose ou le Libertin par fatalité	André Robert de Nerciat	Bruxelles	1871	wikisource	NA
Pertusier_Premiere	Charles Pertusier	1779	1836	Mes premières étourderies	M	1800	AN VIII	epistolary	historical	semi-automatic transcription	51089	3	medium	00.117	Q49178006	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.digitale-sammlungen.de/de/view/bsb10923976	NA	NA	Mes premières étourderies, ou quelques chapitres de ma vie en attendant mieux.	Charles Pertusier	Paris	AN VIII	Münchener Digitalisierungszentrum	Johanna Konstanciak
PigaultLebrun_Adele	Pigault-Lebrun	1753	1835	Adèle et D'Abligny	M	NA	1800	heterodiegetic	historical	semi-automatic transcription	20215	NA	short	00.119	Q3388279	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.digitale-sammlungen.de/de/view/bsb10095971	NA	NA	Adèle et D'Abligny, par Pigault-Lebrun	Pigault-Lebrun	Paris	1800	Münchener Digitalisierungszentrum	Johanna Konstanciak
PigaultLebrun_Enfant	Pigault-Lebrun	1753	1835	L'enfant du carnaval	M	1792	1792	autodiegetic	modern	semi-automatic transcription	106588	NA	long	96.50	Q3388279	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/736/	NA	NA	L'enfant du carnaval	Pigault-Lebrun	NA	1792	Hub18cFrench	NA
PigaultLebrun_Kinglin	Pigault-Lebrun	1753	1835	Monsieur de Kinglin, ou la prescience	M	1800	1823	heterodiegetic	historical	semi-automatic transcription	21942	NA	short	00.122	Q3388279	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k5406165h	NA	NA	Monsieur de Kinglin, ou la prescience.	Pigault-Lebrun	Paris	1823	gallica	Johanna Konstanciak
PigaultLebrun_Metusko	Pigault-Lebrun	1753	1835	Métusko, ou les polonais	M	1800	1802	heterodiegetic	historical	semi-automatic transcription	19289	NA	short	00.120	Q3388279	0	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	NA	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.google.de/books/edition/M%C3%A9tusko_ou_Les_Polonais_troisi%C3%A8me_nouv/Yk_ELfjh59IC	NA	NA	Métusko, ou les polonais	Charles Antoine Guillaume Pigault-Lebrun	NA	1802	google	Johanna Konstanciak
Popeliniere_Daira	Alexandre Le Riche de La Poupelinière	1693	1762	Daïra. Histoire orientale	M	1760	1761	autodiegetic	historical	double keying	45379	2	short	60.21	Q2720200	Q28530619	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18		https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://gallica.bnf.fr/ark:/12148/bpt6k1056860f	NA	NA	Daïra, histoire orientale en quatre parties	Alexandre Jean Joseph Le Riche de La Popelinière	Paris	1761	"double keying by ""Jiangsu"", China"	Julia Dudar
Prevost_Monde	Antoine François Prévost	1697	1763	Le monde moral,: ou mémoires pour servir à l'histoire du cœur humain	M	1760	1766	autodiegetic	modern	semi-automatic transcription	148056	NA	long	60.28	Q311483	NA	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	NA	https://www.frantext.fr/	NA	NA	Le monde moral,: ou mémoires pour servir à l'histoire du cœur                        humain	Antoine François Prévost	NA	1766	frantext	Johanna Konstanciak
