PER;LOC;PER but no NE;LOC but no NE;No NE (PER);No NE (LOC);Categorised PER, is LOC;Categorised LOC, is PER;Categorised PER, is LOC (no NE);Categorised LOC, is PER (no NE)
Marc Aurele;Norfolk;;;;;;;;
;Westminster;;;héritai;;;;;
;;;jefus;;LUI.---Et;;;;
;;;Pouvez;;LUI.---Mais;;;;
M De Castelmont;;;;;MOI.---À;;;;
Volsan;;;;;LUI.---Non;;;;
Sidney:-mon;;;;;LUI.---Oui;;;;
Pauline;;;;;MOI.---Non;;;;
Antoine;;;;;très-gais;;;;
M. K;;;;;persifflage;;;;
Hector;;;;;circonstancier;;;;
Mademoiselle de Cherbel;;;;;aperçusse;;;;
Fabert;;;;;interprétois;;;;
Bompré;;;;;-tu;;;;
Nanon;;;;;Conviens;;;;
Ernest;Autun;;;;;;;;
Edvinski;Tanié;;;;;;;;
Paolo;La Chaux;;;;;;;;
Salviati;Gardeil;;;;;;;;
Durand;Hérouville;;;;;;;;
Talbot;rue Hyacinthe;;;;;;;;
Nircé;rue Sainte-Marguerite;;;;;;;;
Trémicour;place Saint-Michel;;;;;;;;
Mélite;Toulouse;;;;;;;;
;;;;Avouez;Alsacienne;;;;
marquis de Trémicour;;;;;honneur!;;;;
Hallé;;;;;Confinés;;;;
Seve;;;;;gémiront;;;;
Pineau;Saturne;;;;;;;;
Honoré;Micromégas;;;;;;;;
Fanchette;mer Baltique;;;;;;;;
Tapefort;;;;;fourmiliére;;;;
Molinière;Faldoni;;;;;;;;
Desmarais;Ormes;;;;;;;;
Mondor;Thérese;;;;;;;;
Orou;;;;;;;Constance;;
Thia;;;;;Suis;;;;
Bougainville;Compiègne;;;;;;;;
Aotourou;Madrid;;;;;;;;
Asto;Aumale;;;;;;;;
Palli;Candale;;;;;;;;
B. Ma;Ardasire;;;;;;;;
;Bactriane;Taïtiens;;;;;;;
;Hyrcanie;Taïtien;;;;;;;
;Médie;;;JUGEMENT DU VOYAGE DE BOUGAINVILLE;;;;;
Ollivier;Isménie;;;;;;;;
Enguerrand;Margiane;;;;;;;;
Barin;Asie;;;;;;;;
Inare;Bactriens;;;;;;;;
Sigismond;;;;;;;;;Demoiselle
Zerbin;Levrette;;;;;;;;
Strigilline;Lysange;;;;;;;;
Frédegilde;Camargo;;;;;;;;
Jean;Mareuil;;;;;;;;
Diégo;Cressy;;;;;;;;
Mathieu;Meaux;;;;;;;;
Vitulos;Philippine;;;;;;;;
Jérôme;Rosay;;;;;;;;
Père Jean;Saint-Lazare;;;;;;;;
Jahel;vis-k-vis;;;;;;;;
Amaside;Dauphine;;;;;;;;
Mambrès;Dainville;;;;;;;;
Amasis;Stoline;;;;;;;;
Nabuchodonosor;Languedoc;;;;;;;;
Apis;Roseville;;;;;;;;
Daniel;Hariote;;;;;;;;
Isis;Eranville;;;;;;;;
Jonas;Saint-Ange;;;;;;;;
Tobie;Briceval;;;;;;;;
Seligny;Saint-Brice;;;;;;;;
Norton;Chartres;;;;;;;;
Madame De Berville;Linval;;;;;;;;
Madame De Mery;Roselle;;;;;;;;
Etiez;Orneval;;;;;;;;
Mon Emilie;Fiorido;;;;;;;;
Monsieur De Murcé;palais de la Volupté;;;;;;;;
Milord Arundel;Armoflède;;;;;;;;
Lidy;;;;;Ordalie;;;;
Milord Danby;Albion;;;;;;;;
Ladi Sara;Giaffar;;;;;;;;
Milord Alderson;Bavière;;;;;;;;
Antonia;Saxe;;;;;;;;
Catharina;duché de Clèves;;;;;;;;
capitaine Martin;Theudon;;;;;;;;
Maria;Nouraha;;;;;;;;
Dimitraki;Bagdad;;;;;;;;
Cagi Coumianos;;;;;avoüe;;;;
Lucie;Axiochus;;;;;;;;
marquis de Rumigni;;;;;;;;;athéniens
Daignez;Antipe;;;;;;;;
Mélanie;Thrazyclée;;;;;;;;
Louis XII;;;;;crüel;;;;
François Ier;Chelles;;;;;;;;
Lambert;;;;;M;;;;
Éléonore;Gersay;;;;;;;;
Félicia;Elmont;;;;;;;;
Mme de Kerlandec;Paquans;;;;;;;;
Béatin;Paquantois;;;;;;;;
milord Sydney;Bagatelle;;;;;;;;
Mlle Éléonore;Guiotière;;;;;;;;
Caliste;;;;;seringas;;;;
Betty;;;;;Continuation;;;;
Fanny;Ausoniens;;;;;;;;
James;Thrace;;;;;;;;
lord L;;;;;bulgares;;;;
Rameau;Afrique;;;;;;;;
Palissot;Carthage;;;;;;;;
Bouret;Saint-Denis;;;;;;;;
Madame De T;Poil-Doré;;;;;;;;
Mme De T;Châteldon;;;;;;;;
M De T;Cransac;;;;;;;;
Ganganelli;Récollets;;;;;;;;
Érasme;Roma;;;;;;;;
Le Sicambre Clodvich;Nanterre;;;;;;;;
Avarice;Raptus;;;;;;;;
Charles-Quint;Mayence;;;;;;;;
roi de France;Lœwenstein;;;;;;;;
Gardeil;S-Firmin;;;;;;;;
Tanié;Saint-Firmin;;;;;;;;
Reymer;Fabien;;;;;;;;
Hume;Amand;;;;;;;;
Pompadour;;;;;Bas;;;;
M. d’Hérouville;Melfort;;;;;;;;
Deschamps;;;;;;;COLIN-MAILLARD;;
;;;;Ayez;troussa;;;;
;Rose;;;toussai;;;;;
Mariamne;Vernol;;;;;;;;
Daumal;Dévorée;;;;;;;;
Monsieur De Gourville;Achève;;;;;;;;
Madame De Sauval;;;;;;;;;Ordonnateur
Madame De Subligni;SIDRAC;;;;;;;;
Madame De Gourville;GOUDMAN;;;;;;;;
Sauval;Otaïti;;;;;;;;
Micromégas;;;;;Latins;;;;
Loke;;;;;Alla;;;;
M Micromégas;la Chine;;;;;;;;
Monsieur Micromégas;Illa;;;;;;;;
Euclide;Candie;;;;;;;;
Blaise Pascal;Jalamir;;;;;;;;
Nôtre;Palois;;;;;;;;
Dersham;;;;;extravaguer;;;;
Faldoni;Divan;;;;;;;;
Madame de Saint-Cyran;Dorset;;;;;;;;
;Borston;;;Curé;;;;;
M. Faldoni;;;;;Rapportons;;;;
M. le Curé;;;;;ajoûter;;;;
Thérese;Devonshire;;;;;;;;
M. de Saint-Cyran;àLondres;;;;;;;;
Mademoiselle de Saint-Cyran;;;;;voulez!-Je;;;;
Alphonse;Cœur-de-Fer;;;;;;;;
Candale;Cardoville;;;;;;;;
Camille;Villefranche;;;;;;;;
Astey;Montpellier;;;;;;;;
Fiesque;Fatime;;;;;;;;
Arsace;Serfet;;;;;;;;
Ardasire;Herbeville;;;;;;;;
Aspar;;;;;Peins;;;;
Isménie;Morphée;;;;;;;;
Artamène;Douvres;;;;;;;;
;Tyburn;Le roi;;;;;;;
Charmés;;;;;geolier;;;;
;;;;goûtat;ami.-Je;;;;
Margiane;;;;;lirois;;;;
;;;;accoutumerà;la ronde;;;;
Frédégonde;;;;;Penserez;;;;
Dumoulin;;;;;Viendrez;;;;
César de Perlencour;Pegadon;;;;;;;;
Chevalier Marqué;Coquette;;;;;;;;
Levrette;Chicorée;;;;;;;;
Perlencour;Silphes;;;;;;;;
Philippine Oray de Valsan;;;;;;;;;Eléve
Sœur Thérèse;Gouverneur;;;;;;;;
Page;;;Bourg;;;;;;
Fontenelle;;;Place;;;;;;
Madame de Nuisy;;;;;;;Cézelli;;
De Valmont;Leucate;;;;;;;;
Madame De Valmont;;;Provinces;;;;;;
Madame De Valcé;;;;;;;Bélony;;
M De Lagaraye;;;;;;;Coralie;;
Clarice;Anderval;;;;;;;;
Sir Derby;Séligny;;;;;;;;
Montalve;Romainville;;;;;;;;
Monsieur Beker;;;Bibliothéque;;;;;;
Rosalie;Egypte;;;;;;;;
Briceval;Ames;;;;;;;;
M. de Verneuil;Nautonier;;;;;;;;
madame de Linval;;;Port;;;;;;
madame Déricourt;;;;;Iu;;;;
Dormon;;;;;;;Endimion;;
Theresa;Elcourt;;;;;;;;
Rosina;;;;;;;Mélanide;;
Fiorido;Mélicourt;;;;;;;;
Solis;Bousangir;;;;;;;;
Torribio;;;;;;;;;Sultan
Diderot;Noureddin;;;;;;;;
Mirabeau;Karamat;;;;;;;;
Zélie;Colombe;;;;;;;;
Suliman;Sorbonne;;;;;;;;
labague;Alcidonis;;;;;;;;
malai;Corée;;;;;;;;
Souvenez;Célicour;;;;;;;;
Isambard;Vervanne;;;;;;;;
Célanire;;;;;procureuse;;;;
Olivier;;;;Fanchonnette;;;;;
Barmécide;Truguelins;;;;;;;;
Gérold;Tiennette;;;;;;;;
Charlemagne;Marcan;;;;;;;;
Vitikind;Borneille;;;;;;;;
Lancelot;Sallenche;;;;;;;;
Alcibiade;Chambéry;;;;;;;;
Athênes;Olympe;;;;;;;;
Némée;Perrine;;;;;;;;
eûsse;Sargines;;;;;;;;
Thrazylle;Monréal;;;;;;;;
Diotime;Apremont;;;;;;;;
Nicias;Montmorenci;;;;;;;;
M de Cressy;Clémengis;;;;;;;;
Madame de Cressy;comte de Saint-Servains;;;;;;;;
Mademoiselle Du Bugei;Montmartre;;;;;;;;
Mademoiselle De Berneil;Saint-Antoine;;;;;;;;
Madame de Raisel;la Bretagne;;;;;;;;
Hortense;Cacambo;;;;;;;;
M Du Bugei;Buenos-Ayres;;;;;;;;
Guiot;Westphalie;;;;;;;;
Dézila;Surinam;;;;;;;;
Bagatelle;pays de Vaud;;;;;;;;
prince Guiot;;;;;;;Zoloé;;
Paquant;Volsange;;;;;;;;
Bélisaire;Lauréda;;;;;;;;
Tibére;Fessinot;;;;;;;;
Justinien;Mirval;;;;;;;;
Eudoxe;Fernance;;;;;;;;
Narsès;Froteur;;;;;;;;
Antonine;Orsec;;;;;;;;
Gelimer;;;;;fr;;;;
Bessas;Fromonville;;;;;;;;
Constantin;Duportail;;;;;;;;
Bisance;Valbrun;;;;;;;;
Bonhomme;la Bastille;;;;;;;;
Mme de Montcornillon;Saintré;;;;;;;;
Joachim;;;;;;;;;belle-Cousine
Rachel;Enguerand;;;;;;;;
Isaïe;Anjou;;;;;;;;
Brantôme;Aragon;;;;;;;;
;Fermon;Comtesse;;;;;;;
Loewenstein;Combe;;;;;;;;
Marquis de St. Alban;Cateau;;;;;;;;
Melle Émilie de Wergentheim;Boulogne;;;;;;;;
;Wilton;Président;;;;;;;
M De Leyris;Barcelone;;;;;;;;
Léonor;Espagnols;;;;;;;;
Fabien;Salamanque;;;;;;;;
Prosper;Parouba;;;;;;;;
Vernol;;;;;;;;;Américains
Lucette;Stainville;;;;;;;;
Courbelon;Liège;;;;;;;;
Isabelle;Orl;;;;;;;;
Laurette;Valville;;;;;;;;
chère Eugénie;Augustins;;;;;;;;
M. Sidrac;Sologne;;;;;;;;
Sidrac;Old-Yedburg;;;;;;;;
Goudman;Yedburg;;;;;;;;
miss Fidler;Glascow;;;;;;;;
Grou;Ecosse;;;;;;;;
Obéira;Woodbridge;;;;;;;;
docteur Grou;Teiflodge;;;;;;;;
M. Grou;Dolmancé;;;;;;;;
M. Goudman;Kermouth;;;;;;;;
Aurengzeb;Calais;;;;;;;;
Iro;;;;;lettres-de-change;;;;
Sa Majesté;Champs;;;;;;;;
Minos;Nancy;;;;;;;;
Pasiphaé;Bercley;;;;;;;;
Fatelo;;;;;éclain;;;;
P. \nPoignardini;Drury-Lane;;;;;;;;
P. \nAconiti;Hay-Market;;;;;;;;
Phénix;Hide-Park;;;;;;;;
Jalamir;Waux-Hall;;;;;;;;
Majestés;Blemicourt;;;;;;;;
Clary;Mantes;;;;;;;;
sir Brown;Poitiers;;;;;;;;
Wickman;;;;;;;Hugon;;
lord Dorset;Poissy;;;;;;;;
Borston;;;;;;;;;Hôte
lord Mévil;;;;;Despêches;;;;
lady Brown;;;;;;;;;Procureur
chevalier Digby;Gercourt;;;;;;;;
miss Weymout;Volanges;;;;;;;;
Rodin;Belleroche;;;;;;;;
Roland;Luzan;;;;;;;;
Saint-Florent;;;;;N;;;;
Clément;;;;;Albi;;;;
Sévérino;;;;;;;ELISABETH;;
Despras;;;;;I;;;;
Serfet;;;;;;;Elise;;
Madame de Larba;;;;;;;Lirila;;
Nelly;Rousch;;;;;;;;
Salvini;PREMIER ÉMIR;;;;;;;;
Adelson;Japon;;;;;;;;
Madame Rivers;Zambador;;;;;;;;
Géronio;Tongut;;;;;;;;
mylord Bermond;Kinkinka;;;;;;;;
;du Japon;mylord-duc;;;;;;;
Struley;Serpilla;;;;;;;;
Alfred;;;;;Indienne;;;;
Thomas;Thaley;;;;;;;;
miss Betzi;Windham;;;;;;;;
Sir Thomas;Newmarket;;;;;;;;
Sir Charles;Belosane;;;;;;;;
milord duc;Layrac;;;;;;;;
ladi Vorthi;Chazele;;;;;;;;
Ma-gakou;Orkney;;;;;;;;
Ponpon;Lemster;;;;;;;;
Magakou;Saint-Yves;;;;;;;;
Gouverneur;;;;;;;;;Huron
Souveraine;Basse-Bretagne;;;;;;;;
Famaga;Saint-Pouange;;;;;;;;
Char;Notre-Dame de la Montagne;;;;;;;;
Lizibane;Saint-Malo;;;;;;;;
Barri;Schah;;;;;;;;
Du Barri;Kausoli;;;;;;;;
Madame Launier;;;;;Cavalerie;;;;
Arinville;;;;;Siége;;;;
Mademoiselle de Séligny;Azraff;;;;;;;;
Madame Richard;Batavia;;;;;;;;
Mademoiselle Dublin;;;;;Chinois;;;;
Euridice;;;;;Insulaires;;;;
Zeleusis;;;;;Citophile;;;;
Zirphée;;;Océan;;;;;;
Orphée;;;;;Temps;;;;
Madame de Migneville;;;;;CELUI;;;;
Madame de Mélicourt;Gangarides;;;;;;;;
Madame de Merval;Nembrod;;;;;;;;
Mélanide;Euphrate;;;;;;;;
Mirza;Bétique;;;;;;;;
Azor;Bassora;;;;;;;;
Cansade;Scythie;;;;;;;;
Mahmoud;;;;;;;;;Receveur
Noureddin;Invalides;;;;;;;;
Aglaé;;;Ciel;;;;;;
Lahor;Oratoriens;;;;;;;;
Le Prince;Temple de Gnide;;;;;;;;
;Lac de Bienne;;;AUX QUARANTE ÉCUS;;;;;
M. André;Mirtil;;;;;;;;
Marc-Antonin;Sylvanire;;;;;;;;
Atticus;Bergères;;;;;;;;
Boudet;;;;Printems;;;;;
Bélise;Graces;;;;;;;;
Fonrose;Arcadie;;;;;;;;
Belzors;Villarceaux;;;;;;;;
Lafleur;Matha;;;;;;;;
Geneviève;Chevreuse;;;;;;;;
Jasmin;A Picpus;;;;;;;;
sainte Suzanne;;;;Brochure;;;;;
Jeanneton;Beaumenard;;;;;;;;
Belle-Rose;;;;Tout-Ou-Rien;;;;;
Suzon;Schah-Baham;;;;;;;;
Coelina;Schézaddin;;;;;;;;
M. Dufour;îles de Crystal;;;;;;;;
Francisque;Tinzulk;;;;;;;;
Stéphany;Schah Baham;;;;;;;;
Isoline;Zémy;;;;;;;;
Michau;Repartit;;;;;;;;
Truguelin;Neuilly;;;;;;;;
Tiennette;Mortagne;;;;;;;;
Amélina;Champs-Elysées;;;;;;;;
Perrine;;;;;;;;;Cacouacs
Philippe;;;;;;;;;Cacouac
Genevieve;;;la Colonie;;;;;;
Raymond;;;Étrangers;;;;;;
Joinville;;;Colonie;;;;;;
Jehan;Conscience;;;;;;;;
Ernestine;Sarrasins;;;;;;;;
M. de Clémengis;Normandie;;;;;;;;
Mlle Duménil;;;Etats;;;;;;
Mme Duménil;;;;;;;Duc de Normandie;;
Mme de Ranci;;;;;;;Osorio;;
M. Duménil;Duc de Bretagne;;;;;;;;
Mme Dufresnoi;Cervières;;;;;;;;
marquis de Clémengis;Lysi;;;;;;;;
Martin;Frivolipolis;;;;;;;;
Cunégonde;;;;;E;;;;
Eldorado;Babimanie;;;;;;;;
Paquette;Hiboumanes;;;;;;;;
Pangloss;royaume des Etourneaux;;;;;;;;
Issachar;Roi des Etourneaux;;;;;;;;
Giroflée;Roi de Babimanie;;;;;;;;
docteur Pangloss;;;;;besace;;;;
Mademoiselle Cécile;Jagrenat;;;;;;;;
Fessinot;Delhi;;;;;;;;
Pacôme;;;;;annoblir;;;;
Lauréda;;;;;Peindrai;;;;
Le Vicomte de SABAR;;;;;honorois;;;;
Orsec;bois de Vincennes;;;;;;;;
marquise de Mirbonne;Bazilette;;;;;;;;
Mamamouchi;Primrose;;;;;;;;
Guilelmi;saint-David;;;;;;;;
Mme de Lignolle;pays de Galles;;;;;;;;
Faublas;;;;;irlandais;;;;
Mme de B;Raimbert;;;;;;;;
M. de Lignolle;Guaiziek;;;;;;;;
Mme de Fonrose;Margerie;;;;;;;;
;Némorin;Baronne;;;;;;;
Saintré;Massanne;;;;;;;;
;Rémistan;;;;;Huë;;;
roi Jean;Nismes;;;;;;;;
Catherine;Méril;;;;;;;;
monseigneur Enguerand;Gardon;;;;;;;;
Aliénor;Maguelonne;;;;;;;;
Messire Huë;Arnonville;;;;;;;;
Ysabelle;Arnonvilles;;;;;;;;
Loiseleng;Giagues;;;;;;;;
Zabeth;Angola;;;;;;;;
Saint-Silvain;Singhillos;;;;;;;;
M. de Saint-Silvain;Mapongo;;;;;;;;
Frédérique;Congo;;;;;;;;
madame Noriss;Salvador;;;;;;;;
M. de la Combe;Jagas;;;;;;;;
Noriss;N-Gola;;;;;;;;
Anna;Daïra;;;;;;;;
Fermon;Alep;;;;;;;;
Jenni;Pacha;;;;;;;;
M. Freind;;;Parc;;;;;;
Freind;Pélerin;;;;;;;;
Clive-Hart;Cérès;;;;;;;;
milord Peterborough;Hersilie;;;;;;;;
Penn;Capoue;;;;;;;;
Boca Vermeja;Campanie;;;;;;;;
Caracucarador;;;;;vestins;;;;
saint Pierre;amazone;;;;;;;;
Britannicus;;;;;Tien;;;;
Thomassin;;;;;;;Zéphyre;;
Firmin;la Mecque;;;;;;;;
Delville;;;;;;;Éphigénie;;
Amélie;Annecy;;;;;;;;
Comte de Stainville;Chambery;;;;;;;;
Monsieur Stair;Savoye;;;;;;;;
Lady Brigit;Geneve;;;;;;;;
Lady Ann;Piémont;;;;;;;;
Charles Stair;Mondelis;;;;;;;;
Molly;Comminges;;;;;;;;
Jack;Piennes;;;;;;;;
Lord D.;;;;;;;Lodoïska;;
Augustin;Derneval;;;;;;;;
MME DE SAINT-ANGE;;;;;;;Rosambert;;
DE MISTIVAL;Russie;;;;;;;;
Mme de Mistival;;;;;;;Jasmin;;
;Lesseville;MME DE;;;;;;;
DE SAINT-ANGE;;;;;attachois;;;;
Néron;;;;;;;;;Mademoiselle
Zeinevill;;;;;enivrois;;;;
Dariolette;;;;;;;;;
Javotte;;;;;;;;;
Lisette;;;;;;;;;
Artémire;;;;;;;;;
Belton;;;;;;;;;
lord P;;;;;;;;;
mistriss Belton;;;;;;;;;
Slightman;;;;;;;;;
Blomstock;;;;;;;;;
mère de Nancy;;;;;;;;;
deBentley;;;;;;;;;
Madame Hugon;;;;;;;;;
Colette;;;;;;;;;
M. Hugon;;;;;;;;;
le Prieur;;;;;;;;;
Madame de Blemicourt;;;;;;;;;
Babouin;;;;;;;;;
Mademoiselle Hugon;;;;;;;;;
Prieur;;;;;;;;;
M. de Valmont;;;;;;;;;
Prévan;;;;;;;;;
Vicomte de Valmont;;;;;;;;;
Mme de Tourvel;;;;;;;;;
Mme de Merteuil;;;;;;;;;
Luzan;;;;;;;;;
madame de N;;;;;;;;;
Arbroc;;;;;;;;;
Patibe;;;;;;;;;
Génistan;;;;;;;;;
Polychresta;;;;;;;;;
Trocilla;;;;;;;;;
Rousch;;;;;;;;;
Azéma;;;;;;;;;
Zambador;;;;;;;;;
Continuez;;;;;;;;;
Lubrelu;;;;;;;;;
madame seconde;;;;;;;;;
Vitsnou;;;;;;;;;
Dirton;;;;;;;;;
mylord Thaley;;;;;;;;;
lord Thaley;;;;;;;;;
Sir Thoward;;;;;;;;;
Dorfon;;;;;;;;;
sir Windham;;;;;;;;;
Grancé;;;;;;;;;
miss Rutland;;;;;;;;;
mylord Rivers;;;;;;;;;
madame de Chazele;;;;;;;;;
Saint-Yves;;;;;;;;;
Mlle de Saint-Yves;;;;;;;;;
Mlle de Kerkabon;;;;;;;;;
P. de La Chaise;;;;;;;;;
Kerkabon;;;;;;;;;
Louvois;;;;;;;;;
M. de Saint-Pouange;;;;;;;;;
Awgans;;;;;;;;;
Général;;;;;;;;;
Fréderic;;;;;;;;;
Kouli-Kan;;;;;;;;;
Kan;;;;;;;;;
Bataille;;;;;;;;;
Ferbos;;;;;;;;;
Vieillard;;Vieillard;;;;;;;
;;Sauveur;;;;;;;
Villiers;;;;;;;;;
Judith;;;;;;;;;
George;;;;;;;;;
Marie Stuart;;;;;;;;;
reine Élisabeth;;;;;;;;;
Jeanne de Naples;;;;;;;;;
Hécube;;;;;;;;;
Niobé;;;;;;;;;
;;La dame;;;;;;;
Formosante;;;;;;;;;
Bélus;;;;;;;;;
Aldée;;;;;;;;;
Gangarides;;;;;;;;;
Irla;;;;;;;;;
Amazan;;;;;;;;;
Solon;;;;;;;;;
Fazy;;;;;;;;;
M. P.;;;;;;;;;
Madame Geoffrin;;;;;;;;;
Madame de Warens;;;;;;;;;
Berger;;;;;;;;;
Adonis;;;;;;;;;
;;Déesse;;;;;;;
Amarillis;;;;;;;;;
Amintas;;;;;;;;;
Pan;;;;;;;;;
;;Le Berger;;;;;;;
Lenclos;;;;;;;;;
Ninon;;;;;;;;;
madame Scarron;;;;;;;;;
Scarron;;;;;;;;;
Mademoiselle Ninon de Lenclos;;;;;;;;;
Matha;;;;;;;;;
Méré;;;;;;;;;
Ninon de Lenclos;;;;;;;;;
Madame De Sarmé;;;;;;;;;
Madame De Mérival;;;;;;;;;
Elisée;;;;;;;;;
Fréron;;;;;;;;;
Cléon;;;;;;;;;
Schézaddin;;;;;;;;;
Taciturne;;;;;;;;;
Isma;;;;;;;;;
;;Moslem;;;;;;;
;;;;Interrompit;;;;;
;;;;Repliqua;;;;;
Salomon;;;;;;;;;
Sénange;;;;;;;;;
madame de Joyeuse;;;;;;;;;
Françoise;;;;;;;;;
lady B;;;;;;;;;
madame de Verneuil;;;;;;;;;
Monsieur de Sénange;;;;;;;;;
madame de Sénange;;;;;;;;;
;;Cacouac;;;;;;;
Aléthophiles;;;;;;;;;
;;Dignités;;;;;;;
;;Titans;;;;;;;
;;;;Vertu;;;;;
;;Philosophes;;;;;;;
Mathilde;;;;;;;;;
Astolphe;;;;;;;;;
Hellequin;;;;;;;;;
Hermite;;;;;;;;;
Hubert;;;;;;;;;
M. Bridault;;;;;;;;;
Abell;;;;;;;;;
Jacquot;;;;;;;;;
Jean-François;;;;;;;;;
M. Abell;;;;;;;;;
Eusèbe;;;;;;;;;
Claude;;;;;;;;;
;;Gardien;;;;;;;
Roi de Babimanie;;;;;;;;;
;;Lecteur;;;;;;;
Jagrenat;;;;;;;;;
Gemna;;;;;;;;;
;;;;frangui;;;;;
;;;;bramine;;;;;
;;;;gargoulette;;;;;
Hérodote;;;;;;;;;
;;;;fleursde mougris;;;;;
;;;;bouze;;;;;
Jean-Jacques;;;;;;;;;
;;;;ardet;;;;;
Ajoutoit;;;;;;;;;
Aoust;;;;;;;;;
Lionel;;;;;;;;;
Sibille;;;;;;;;;
Primrose;;;;;;;;;
Conant;;;;;;;;;
prince de Galles;;;;;;;;;
Gérard;;;;;;;;;
Sibille De Primrose;;;;;;;;;
Conant de Bretagne;;;;;;;;;
Clarence;;;;;;;;;
Némorin;;;;;;;;;
Estelle;;;;;;;;;
Raimond;;;;;;;;;
Gaston;;;;;;;;;
Méril;;;;;;;;;
Delphine;;;;;;;;;
Isidore;;;;;;;;;
Mme Dutour;;;;;;;;;
Renaud de Montauban;;;;;;;;;
Gil Blas;;;;;;;;;
Renaud;;;;;;;;;
Zingha;;;;;;;;;
Jagas;;;;;;;;;
Ben-dit;;;;;;;;;
Giagues;;;;;;;;;
P. Antoine;;;;;;;;;
N-Gola;;;;;;;;;
Zoah;;;;;;;;;
Ferri;;;;;;;;;
Belzek;;;;;;;;;
Saheb;;;;;;;;;
Pacha;;;;;;;;;
Numa;;;;;;;;;
Léo;;;;;;;;;
Tatius;;;;;;;;;
Anaïs;;;;;;;;;
Tullus;;;;;;;;;
Zoroastre;;;;;;;;;
Métius;;;;;;;;;
Pompilius;;;;;;;;;
Ariste;;;;;;;;;
Lucrèce;;;;;;;;;
Xan-Xung;;;;;;;;;
;;M;;;;;;;
François I;;;;;;;;;
Emilor;;;;;;;;;
Warens;;;;;;;;;
M. de Warens;;;;;;;;;
J. J. Rousseau;;;;;;;;;
M. de T;;;;;;;;;
Claude Anet;;;;;;;;;
Babet;;;;;;;;;
Madame De Martigues;;;;;;;;;
M De Sancerre;;;;;;;;;
M De Montalais;;;;;;;;;
Madame De Cézanes;;;;;;;;;
Madame De Termes;;;;;;;;;
Comte De Piennes;;;;;;;;;
Madame De Mirande;;;;;;;;;
Madame De Comminges;;;;;;;;;
Maréchal De Tende;;;;;;;;;
Pulauski;;;;;;;;;
Rosambert;;;;;;;;;
Lovzinski;;;;;;;;;
Mademoiselle Du Portail;;;;;;;;;
Dorothée;;;;;;;;;
Marianne;;;;;;;;;
Limbert;;;;;;;;;
